model_name,train_seed,node,method,test_seed,mismatch,pulse_step,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction,max_post_pulse,mean_post_pulse_error,recovery_steps,recovery_time,controlled_nodes,observation_mode,observation_dim,num_control_inputs,action_limit,noise_std
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,0,0.0,-1,0.15960084221419488,0.5210787902749113,0.47880252664258466,0.07329999236964885,0.04794168472290039,0.22038357955707874,12.144565108348477,0.025,nan,nan,nan,nan,2,full,6,1,4.0,0.0
ppo_continuous_hopfield_node2_final_seed_42,42,2,PPO,1,0.0,-1,0.06459581631553961,0.198359745034374,0.1937874489466188,0.06287152364413127,0.014513036236166954,0.19573371159725653,12.752918633976382,0.035,nan,nan,nan,nan,2,full,6,1,4.0,0.0
ppo_continuous_hopfield_node3_final_seed_42,42,3,PPO,0,0.0,-1,0.04930416797152283,0.20978341440824338,0.14791250391456848,0.012860541289419304,0.0024621784687042236,0.1617465750906533,9.224634713498196,0.0225,nan,nan,nan,nan,3,full,6,1,4.0,0.0
ppo_continuous_hopfield_node3_final_seed_42,42,3,PPO,1,0.0,-1,0.035656747264990386,0.11758348900845744,0.10697024179497117,0.008111608102572736,0.0025717345997691154,0.1149038952633627,6.283449294578151,0.015,nan,nan,nan,nan,3,full,6,1,4.0,0.0
