node,mismatch,test_seed,method,continuous_mae,direct_key_word_disagreement,direct_key_bit_disagreement,legacy_key_word_disagreement,legacy_key_bit_disagreement,recovered_image_mae,recovered_image_psnr_db,exact_recovery
2,0.0,116,LQR,0.0,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,116,SMC,9.750995862608154e-08,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,117,PPO,0.007853790795100698,0.01171875,0.006510416666666667,0.0,0.0,0.0,361.20199909921956,True
2,0.0,117,Fixed,1.951177600567462,0.78515625,0.421875,0.75,0.4166666666666667,91.65478515625,8.046486414439123,False
2,0.0,117,LQR,0.0,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,117,SMC,4.966689933401843e-08,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,118,PPO,0.0032733706878692224,0.00390625,0.0013020833333333333,0.0,0.0,0.0,361.20199909921956,True
2,0.0,118,Fixed,3.2283322646811334,0.7109375,0.3854166666666667,0.75,0.5,62.357584635416664,11.942826524809663,False
2,0.0,118,LQR,4.268561800320943e-09,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,118,SMC,6.242529101048906e-08,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,119,PPO,0.012223261039859304,0.01171875,0.00390625,0.0,0.0,0.0,361.20199909921956,True
2,0.0,119,Fixed,3.697829828858327,0.6484375,0.3138020833333333,0.5,0.25,63.822265625,8.985652582701588,False
2,0.0,119,LQR,0.0,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,0.0,119,SMC,5.079200491309166e-07,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
