scenario,node,method,mismatch,noise_std,num_runs,mae_mean,mae_std,rmse_mean,rmse_std,mean_l1_mean,mean_l1_std,steady_l1_mean,steady_l1_std,final_l1_mean,final_l1_std,mean_abs_u_mean,mean_abs_u_std,energy_u_mean,energy_u_std,saturation_fraction_mean,saturation_fraction_std,max_post_pulse_mean,max_post_pulse_std,mean_post_pulse_error_mean,mean_post_pulse_error_std
noise,3,LQR,0.0,0.01,20,0.07413873788836563,0.01754058463673831,0.17224297500503344,0.05326932058995204,0.2224162136650969,0.05262175391021492,0.08779670689413094,0.01672915357719808,0.08708188063465058,0.03721308860749004,0.15006072983362306,0.03875249600187508,2.8690085058801893,2.2173963921377613,0.002125,0.0044629321256204136,,,,
noise,3,LQR,0.0,0.02,20,0.10018569000844527,0.015434558140195544,0.18652543408288963,0.04689122357143893,0.3005570700253358,0.04630367442058664,0.17562152244981355,0.03297282564829732,0.17394495196640491,0.07384035600255019,0.21853072098210205,0.039138813778395405,3.431438289534617,2.2259096873648985,0.00225,0.004791714339961167,,,,
noise,3,LQR,0.0,0.05,20,0.18256901846278314,0.01856763219457658,0.2596265556740645,0.03259561275603061,0.5477070553883494,0.055702896583729754,0.4418571018941563,0.0792175295918776,0.4326558425091207,0.18273074588525534,0.4274935542121903,0.05473947612158223,7.110247378230215,2.4211173072412815,0.0021249999999999997,0.004678829700728704,,,,
noise,3,PPO,0.0,0.0,60,0.043139548069812954,0.01867933968570276,0.1433610145672869,0.053300065357605994,0.12941864420943888,0.05603801905710828,0.009091709084647619,0.0060853665037896194,0.009053153715406855,0.00767148380241214,0.12628512061439576,0.045796153443585105,6.535917017098632,3.090089849534746,0.016833333333333332,0.009977375536626356,,,,
noise,3,PPO,0.0,0.01,60,0.05774615169970762,0.016679144644302486,0.14746342431407367,0.05041945814347927,0.1732384550991229,0.05003743393290746,0.0654486047160532,0.020942806873269958,0.07623007381334901,0.03208375515507639,0.3959146993115531,0.05970664439663968,9.502344604889748,3.327013254039283,0.016833333333333332,0.009859894224802506,,,,
noise,3,PPO,0.0,0.02,60,0.07559876738083049,0.015940762191246436,0.15676389887791223,0.04573496258557177,0.2267963021424915,0.0478222865737393,0.12905075030958035,0.04191699003648954,0.150306477289026,0.06279769855038936,0.6816720260868995,0.09815273826732962,18.132251579323153,5.052503798219383,0.01733333333333333,0.010218654703766159,,,,
noise,3,PPO,0.0,0.05,60,0.13117999778465989,0.020308719346731185,0.20321401179587933,0.03569191729313267,0.39353999335397966,0.060926158040193565,0.31827202117216197,0.10087378636341271,0.369302213874956,0.15624936712373438,1.4987945641570586,0.1778490073977178,69.96127232930402,15.198797852624434,0.051291666666666666,0.02748455524173819,,,,
pulse,2,LQR,0.0,0.0,20,0.512808724821127,0.07673897415503445,1.1046032711633855,0.08713812142096913,1.538426174463381,0.2302169224651033,0.10445511541214345,0.004074594445734383,0.00577290952205658,0.000670309772003484,0.25466689140151866,0.05363816114611379,9.94553733412081,3.231542568180781,0.016750000000000004,0.007992595257322144,14.999994134902954,0.00015872545959231746,2.526399782483712,0.20251931780655033
pulse,2,PPO,0.0,0.0,60,0.43392935580179215,0.07583319871488314,1.011846035232462,0.08776240383736743,1.3017880674053761,0.2274995961446494,0.09255125742815741,0.02646182355592665,0.06219498415788015,0.019539579842497757,0.34317326978025514,0.08976568442245468,17.514481254191473,6.454502124903507,0.03900000000000001,0.018023054915151767,14.993032320340474,0.009280361549811173,2.0800327339934173,0.14026813210279201
pulse,3,LQR,0.0,0.0,20,0.33302821402596405,0.020275812088153343,0.816850190626673,0.01094077499203481,0.9990846420778918,0.06082743626446002,0.06154220421269628,0.0016201483640245393,0.004709753394126892,0.00016922567597960425,0.19991626482542074,0.04323087603051924,7.494004499735334,2.2717864640563366,0.012375,0.004403572114592998,14.99997262954712,0.0016704615070079769,1.688340158566638,0.017720695956597518
pulse,3,PPO,0.0,0.0,60,0.25809529545536397,0.018667103351896617,0.7665922299136722,0.010676797001017969,0.7742858863660922,0.05600131005568984,0.025739931325148405,0.0006855621469364494,0.015736234188079835,0.004135316279721139,0.30614287296047044,0.061695838940170646,18.093363393441482,4.345953173835535,0.051666666666666666,0.013829061351122402,15.000114790598552,0.002970739730678036,1.296878887115241,0.018991348276383276
