model_name,train_seed,node,method,test_seed,mismatch,pulse_step,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction,max_post_pulse,mean_post_pulse_error,recovery_steps,recovery_time
lqr_node3_q1_r1,-1,3,LQR,15,0.0,200,0.3290561082318475,0.8067986342497356,0.9871683246955424,0.06215382150063912,0.004768669605255127,0.15239788519671887,5.036718543262372,0.01,15.000822067260742,1.694168617453111,131,6.550000000000001
zero_input,-1,3,Zero Input,15,0.0,200,1.4138635290617856,1.9697279049393137,4.241590587185357,4.1667005992781965,3.9242032170295715,0.0,0.0,0.0,15.151231288909912,6.435929780464564,-1,nan
linear_gain_8,-1,3,Linear,16,0.0,200,0.22000896505348025,0.752516990696289,0.6600268951604408,0.023642025313075677,0.0041487812995910645,0.22689637946814967,13.242716311392469,0.0375,14.999273300170898,1.2622477129398293,115,5.75
lqr_node3_q1_r1,-1,3,LQR,16,0.0,200,0.29145870904874827,0.7993888878480184,0.8743761271462448,0.06052683316815047,0.004589736461639404,0.1436340547196667,5.309237364456152,0.01,14.999696254730225,1.6791255718180493,130,6.5
zero_input,-1,3,Zero Input,16,0.0,200,1.3290493549285138,1.8877133991102713,3.9871480647855417,4.4109982493574975,3.3318453431129456,0.0,0.0,0.0,14.363157749176025,6.252492085117754,-1,nan
linear_gain_8,-1,3,Linear,17,0.0,200,0.22699938437352554,0.7550478632555979,0.6809981531205765,0.023535120680376335,0.004140377044677734,0.23577200818314517,13.849541689570664,0.0375,15.00048303604126,1.2659712467453819,114,5.7
lqr_node3_q1_r1,-1,3,LQR,17,0.0,200,0.29827814716427703,0.8003892637994029,0.894834441492831,0.06041562634255783,0.004603683948516846,0.14954629631449137,5.455679928404305,0.01,15.00035572052002,1.6746662289636274,130,6.5
zero_input,-1,3,Zero Input,17,0.0,200,1.085205169569574,1.5968359240858836,3.255615508708722,3.3714731953762196,2.637280762195587,0.0,0.0,0.0,14.815567016601562,5.123502575046388,-1,nan
linear_gain_8,-1,3,Linear,18,0.0,200,0.22322019109160254,0.7480314392775573,0.6696605732748075,0.023755951681070857,0.004162311553955078,0.24386861580342722,14.356251054047076,0.04,14.999638080596924,1.250093887323764,115,5.75
lqr_node3_q1_r1,-1,3,LQR,18,0.0,200,0.30737840366903585,0.8004612175699646,0.9221352110071075,0.06092124952026355,0.004625260829925537,0.14017545434399833,5.019777990005778,0.01,14.99975872039795,1.6830854096185806,131,6.550000000000001
zero_input,-1,3,Zero Input,18,0.0,200,1.1490011721205335,1.7584845198744001,3.4470035163616006,4.117936212891414,3.7144564390182495,0.0,0.0,0.0,15.044533252716064,5.958118174577233,-1,nan
linear_gain_8,-1,3,Linear,19,0.0,200,0.27494792130188156,0.7754283498925054,0.8248437639056447,0.024199233884796684,0.004248976707458496,0.3192520252338371,18.914762209628087,0.0525,15.001593112945557,1.2431738185348795,115,5.75
lqr_node3_q1_r1,-1,3,LQR,19,0.0,200,0.3558509857235097,0.8261822325602377,1.0675529571705291,0.0626979922576819,0.004831790924072266,0.2512073433641771,12.12057838089195,0.025,15.001081466674805,1.6993208858856366,132,6.6000000000000005
zero_input,-1,3,Zero Input,19,0.0,200,1.9983171077192772,2.6072965937357218,5.9949513231578315,2.8825547023687834,3.791606068611145,0.0,0.0,0.0,16.01793336868286,4.714747512740876,-1,nan
