method,num_seeds,continuous_mae_mean,direct_key_word_disagreement_mean,legacy_key_word_disagreement_mean,recovered_image_mae_mean,exact_recovery_rate
PPO,20,0.044612859182385965,0.056640625,0.05,17.043758138020834,0.8
Fixed,20,2.3534846470469954,0.7337890625,0.725,89.1466796875,0.05
LQR,20,0.09632030731348398,0.111328125,0.125,30.944287109375,0.65
SMC,20,0.09843914545566575,0.1169921875,0.125,30.945393880208332,0.65
