node,mismatch,test_seed,method,continuous_mae,direct_key_word_disagreement,direct_key_bit_disagreement,legacy_key_word_disagreement,legacy_key_bit_disagreement,recovered_image_mae,recovered_image_psnr_db,exact_recovery
3,2.0,100,PPO,0.04566844583799442,0.046875,0.020833333333333332,0.0,0.0,0.0,361.20199909921956,True
3,2.0,100,Fixed,0.05282398647007843,0.0390625,0.015625,0.0,0.0,0.0,361.20199909921956,True
3,2.0,100,LQR,0.042855076673731674,0.04296875,0.016927083333333332,0.0,0.0,0.0,361.20199909921956,True
3,2.0,100,SMC,0.05384347061287068,0.07421875,0.037760416666666664,0.0,0.0,0.0,361.20199909921956,True
3,2.0,101,PPO,0.025725838498450077,0.01953125,0.01171875,0.0,0.0,0.0,361.20199909921956,True
3,2.0,101,Fixed,0.02715174632188185,0.02734375,0.015625,0.0,0.0,0.0,361.20199909921956,True
3,2.0,101,LQR,0.09378573918669038,0.078125,0.040364583333333336,0.25,0.25,91.65478515625,8.046486414439123,False
3,2.0,101,SMC,0.18051858086558545,0.14453125,0.07291666666666667,0.5,0.3333333333333333,122.53352864583333,6.067882677495691,False
3,2.0,102,PPO,0.0242683552193436,0.0234375,0.01953125,0.0,0.0,0.0,361.20199909921956,True
3,2.0,102,Fixed,0.035622955481812824,0.02734375,0.015625,0.0,0.0,0.0,361.20199909921956,True
3,2.0,102,LQR,0.04002570945158368,0.03125,0.01953125,0.0,0.0,0.0,361.20199909921956,True
3,2.0,102,SMC,0.025713548670561675,0.015625,0.014322916666666666,0.0,0.0,0.0,361.20199909921956,True
3,2.0,103,PPO,0.007247999209236393,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
3,2.0,103,Fixed,0.010092347666917098,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
3,2.0,103,LQR,0.01798796890155548,0.00390625,0.00390625,0.0,0.0,0.0,361.20199909921956,True
3,2.0,103,SMC,0.01818082808010028,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
3,2.0,104,PPO,0.07199506721372018,0.07421875,0.057291666666666664,0.0,0.0,0.0,361.20199909921956,True
3,2.0,104,Fixed,0.07950289622385753,0.0546875,0.044270833333333336,0.0,0.0,0.0,361.20199909921956,True
3,2.0,104,LQR,0.06804326355510663,0.09375,0.07421875,0.0,0.0,0.0,361.20199909921956,True
3,2.0,104,SMC,0.07864918189443415,0.1484375,0.11197916666666667,0.0,0.0,0.0,361.20199909921956,True
3,2.0,105,PPO,0.035445561094699464,0.05078125,0.037760416666666664,0.25,0.08333333333333333,69.046875,8.408542751197704,False
3,2.0,105,Fixed,0.04806815381076982,0.1015625,0.09114583333333333,0.25,0.08333333333333333,69.046875,8.408542751197704,False
3,2.0,105,LQR,0.046367109306326405,0.09765625,0.08723958333333333,0.25,0.08333333333333333,69.046875,8.408542751197704,False
3,2.0,105,SMC,0.08078785714072485,0.140625,0.10677083333333333,0.25,0.08333333333333333,69.046875,8.408542751197704,False
3,2.0,106,PPO,0.03420884165097959,0.0234375,0.018229166666666668,0.0,0.0,0.0,361.20199909921956,True
3,2.0,106,Fixed,0.04813971456799967,0.046875,0.036458333333333336,0.0,0.0,0.0,361.20199909921956,True
3,2.0,106,LQR,0.04508104742853902,0.04296875,0.029947916666666668,0.0,0.0,0.0,361.20199909921956,True
3,2.0,106,SMC,0.057840031173933916,0.0546875,0.041666666666666664,0.0,0.0,0.0,361.20199909921956,True
3,2.0,107,PPO,0.041812343270673104,0.0546875,0.0390625,0.0,0.0,0.0,361.20199909921956,True
3,2.0,107,Fixed,0.053475844159644716,0.08203125,0.0625,0.0,0.0,0.0,361.20199909921956,True
3,2.0,107,LQR,0.13580194753497685,0.21484375,0.15625,0.25,0.08333333333333333,69.046875,8.408542751197704,False
3,2.0,107,SMC,0.1887952429484964,0.2890625,0.20442708333333334,0.5,0.3333333333333333,62.357584635416664,11.942826524809663,False
3,2.0,108,PPO,0.029780248733004555,0.03515625,0.014322916666666666,0.0,0.0,0.0,361.20199909921956,True
