node,mismatch,test_seed,method,continuous_mae,direct_key_word_disagreement,direct_key_bit_disagreement,direct_master_unique_values_per_stream,direct_master_entropy_bits,legacy_key_word_disagreement,legacy_key_bit_disagreement,legacy_master_unique_values_per_stream,legacy_master_entropy_bits,recovered_image_mae,recovered_image_psnr_db,exact_recovery
2,1.0,100,PPO,0.010189361677475972,0.0078125,0.0026041666666666665,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,1.0,100,SAC,0.040418730643674884,0.0234375,0.015625,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,1.0,100,Fixed,2.2221150074959346,0.73046875,0.3802083333333333,2.0,1.308901740588901,0.75,0.5,1.0,-0.0,122.53352864583333,6.067882677495691,False
2,1.0,100,LQR,0.01638457017421994,0.00390625,0.0013020833333333333,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,1.0,100,SMC,0.010501333241942726,0.00390625,0.0013020833333333333,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,1.0,101,PPO,0.024940913860215613,0.03515625,0.01953125,2.25,1.597283178710625,0.0,0.0,1.0,0.8112781244591328,0.0,361.20199909921956,True
2,1.0,101,SAC,0.13066444653971607,0.08203125,0.036458333333333336,2.25,1.597283178710625,0.0,0.0,1.0,0.8112781244591328,0.0,361.20199909921956,True
2,1.0,101,Fixed,1.9542664261080063,0.68359375,0.2942708333333333,2.25,1.597283178710625,0.75,0.6666666666666666,1.0,0.8112781244591328,122.53352864583333,6.067882677495691,False
2,1.0,101,LQR,0.07719083298009839,0.0546875,0.026041666666666668,2.25,1.597283178710625,0.0,0.0,1.0,0.8112781244591328,0.0,361.20199909921956,True
2,1.0,101,SMC,0.13211238499995184,0.0859375,0.0390625,2.25,1.597283178710625,0.25,0.25,1.0,0.8112781244591328,91.67692057291667,8.062368665026087,False
2,1.0,102,PPO,0.032023826068325434,0.03125,0.022135416666666668,2.5,1.6405423642126495,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,1.0,102,SAC,0.056987672420897674,0.05859375,0.0390625,2.5,1.6405423642126495,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,1.0,102,Fixed,3.346155422174585,0.70703125,0.3567708333333333,2.5,1.6405423642126495,0.75,0.5833333333333334,1.0,-0.0,91.65478515625,8.046486414439123,False
