method,node,controller_seed,test_seed,amplitude,eta,relative_bound,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
SAC,2,1024,100,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[-0.6200170516967773, 0.9629579782485962, -0.4305199086666107]","[0.2585463523864746, 0.16207295656204224, 0.19982454180717468]",0.09013362294132647,0.2335998018790677,0.2704008688239794,0.10240994997460533,0.04897405207157135,0.26491309282488357,10.420748244014106,0.0
SAC,2,1024,101,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[-0.550951361656189, 0.6109917163848877, 0.3617924749851227]","[-0.05787895619869232, -0.9383890628814697, 0.7895963788032532]",0.2754521712568664,0.7538812924148811,0.826356513770599,0.06239511587737519,0.0674787163734436,0.30414949390953616,13.567907830255681,0.0
SAC,2,1024,102,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[-0.5149568915367126, -0.7814074754714966, -0.3089001476764679]","[0.5584290027618408, 0.0793050229549408, 0.8485109210014343]",0.1382430293299227,0.31911340383178466,0.41472908798976804,0.1324508041948264,0.08621369302272797,0.20468855260910834,4.218105931800387,0.0
SAC,2,1024,103,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[-0.12263999134302139, -0.037186793982982635, 0.47996628284454346]","[-0.12207181006669998, 0.919745683670044, -0.3810819089412689]",0.19845647803652514,0.5746806680952852,0.5953694341095754,0.08358280880399692,0.12601375579833984,0.2927289175571052,12.132054876567707,0.0
SAC,2,1024,104,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[0.6484106183052063, -0.8674346804618835, 0.07659447193145752]","[0.5117452144622803, 0.6506502032279968, -0.5617742538452148]",0.2185909551686777,0.618247603688551,0.6557728655060331,0.08648840275903542,0.1221025288105011,0.30925423486571657,15.094276225545968,0.0
SAC,2,1024,105,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[-0.42927682399749756, 0.11211804300546646, 0.4673515558242798]","[-0.602249801158905, -0.4704720079898834, -0.3490790128707886]",0.10077520334901147,0.2524764751938248,0.3023256100470344,0.13786255135948275,0.19834482669830322,0.13839616739839092,4.067377235286304,0.0
SAC,2,1024,106,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[-0.8895044922828674, 0.2718296945095062, -0.8628385663032532]","[0.9502007961273193, -0.6974973678588867, -0.4096177816390991]",0.06131394608689477,0.16544853686622388,0.1839418382606843,0.09568750994555929,0.05099827889353037,0.23294060307547934,9.973556962745816,0.0
SAC,2,1024,107,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[0.6331554651260376, -0.5412940382957458, -0.558035135269165]","[-0.916957676410675, -0.7854737043380737, 0.4266817569732666]",0.14704171150802006,0.4084820319611862,0.44112513452406016,0.16081110013211952,0.29272347688674927,0.17392497348071928,6.611932935981819,0.0
SAC,2,1024,108,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[0.2364661693572998, 0.06543176621198654, 0.1095544770359993]","[-0.17992550134658813, -0.7554280757904053, 0.9981473684310913]",0.17291524069862174,0.4550611115646799,0.5187457220958652,0.10496175732969502,0.17604249715805054,0.20117143086364442,8.642129955391445,0.0
SAC,2,1024,109,0.03,1.0,0.03,0,98fb92f28f6281c63a22122ffe00ef7503cb6ce2720c6494e7d9f94080e3b6fb,"[0.9988187551498413, 0.9677178263664246, 0.040775928646326065]","[0.3314192593097687, -0.585135817527771, 0.520487904548645]",0.22540790609379027,0.6423972752842803,0.6762237182813708,0.09210271893046153,0.06690071150660515,0.35578191964109046,17.302428357674497,0.0
