method,node,controller_seed,test_seed,amplitude,eta,relative_bound,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,2,123,100,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[-0.6200170516967773, 0.9629579782485962, -0.4305199086666107]","[0.2585463523864746, 0.16207295656204224, 0.19982454180717468]",0.088116332223594,0.23522779642810243,0.264348996670782,0.0832722181868222,0.026129459962248802,0.2134932168664183,11.403988223281928,0.025
PPO,2,123,101,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[-0.550951361656189, 0.6109917163848877, 0.3617924749851227]","[-0.05787895619869232, -0.9383890628814697, 0.7895963788032532]",0.30578260202385044,0.7555528096405094,0.9173478060715513,0.07184357196092606,0.07842433452606201,0.3598841963674957,19.137361951142253,0.0425
PPO,2,123,102,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[-0.5149568915367126, -0.7814074754714966, -0.3089001476764679]","[0.5584290027618408, 0.0793050229549408, 0.8485109210014343]",0.133041664790006,0.3082941591037089,0.399124994370018,0.14294608147745883,0.04694946110248566,0.1686228009828011,5.458163477563201,0.01
PPO,2,123,103,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[-0.12263999134302139, -0.037186793982982635, 0.47996628284454346]","[-0.12207181006669998, 0.919745683670044, -0.3810819089412689]",0.21080445166652464,0.5726396741722639,0.6324133549995739,0.146825386878149,0.07739493250846863,0.3239887687482144,16.589601165775733,0.04
PPO,2,123,104,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[0.6484106183052063, -0.8674346804618835, 0.07659447193145752]","[0.5117452144622803, 0.6506502032279968, -0.5617742538452148]",0.21892910175819372,0.6279277106319205,0.6567873052745812,0.06622230216147906,0.04095549788326025,0.335796482582342,20.805710303787023,0.05
PPO,2,123,105,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[-0.42927682399749756, 0.11211804300546646, 0.4673515558242798]","[-0.602249801158905, -0.4704720079898834, -0.3490790128707886]",0.08243529140447589,0.23624534869451072,0.24730587421342767,0.07491953192669669,0.11099421977996826,0.11098232071967494,4.1281054379970445,0.0075
PPO,2,123,106,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[-0.8895044922828674, 0.2718296945095062, -0.8628385663032532]","[0.9502007961273193, -0.6974973678588867, -0.4096177816390991]",0.06274525268840993,0.15880327721804596,0.1882357580652298,0.07740862944082898,0.054611317813396454,0.1598897348727074,7.732569574077875,0.02
PPO,2,123,107,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[0.6331554651260376, -0.5412940382957458, -0.558035135269165]","[-0.916957676410675, -0.7854737043380737, 0.4266817569732666]",0.15861844181269716,0.3903380589113187,0.4758553254380915,0.19131920022177107,0.4736858606338501,0.21838748206075587,10.798058792096281,0.0275
PPO,2,123,108,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[0.2364661693572998, 0.06543176621198654, 0.1095544770359993]","[-0.17992550134658813, -0.7554280757904053, 0.9981473684310913]",0.17077022046934587,0.4430874350117726,0.5123106614080376,0.12440408607599912,0.24629342555999756,0.20041265849609327,11.283407636119472,0.03
PPO,2,123,109,0.03,1.0,0.03,0,f3ac1c15bea222ccba246917956f2c6a80ed8afbf3d71a645507486de09e0885,"[0.9988187551498413, 0.9677178263664246, 0.040775928646326065]","[0.3314192593097687, -0.585135817527771, 0.520487904548645]",0.21274552242605888,0.621373863737723,0.6382365672781766,0.07979739971320939,0.035623010247945786,0.3674179145745803,23.078770583676857,0.055
