method,node,controller_seed,test_seed,amplitude,eta,relative_bound,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,2,42,100,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.6200170516967773, 0.9629579782485962, -0.4305199086666107]","[0.2585463523864746, 0.16207295656204224, 0.19982454180717468]",0.0883385145845912,0.23545094317893803,0.2650155437537736,0.09069750850939733,0.026144035160541534,0.22109032906313192,12.13893677779118,0.0275
PPO,2,42,101,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.550951361656189, 0.6109917163848877, 0.3617924749851227]","[-0.05787895619869232, -0.9383890628814697, 0.7895963788032532]",0.3160052094523387,0.7611495385323115,0.9480156283570161,0.12084574362745991,0.10751372575759888,0.37925661463950044,20.335533216634275,0.045
PPO,2,42,102,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.5149568915367126, -0.7814074754714966, -0.3089001476764679]","[0.5584290027618408, 0.0793050229549408, 0.8485109210014343]",0.1331626591113948,0.30726453472447063,0.3994879773341844,0.1370209726838418,0.07803191989660263,0.16370746294533522,5.208696421542585,0.01
PPO,2,42,103,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.12263999134302139, -0.037186793982982635, 0.47996628284454346]","[-0.12207181006669998, 0.919745683670044, -0.3810819089412689]",0.20443237486511395,0.5739672933177432,0.6132971245953418,0.08595988733900918,0.061076849699020386,0.3346985124441751,17.348969312820426,0.0425
PPO,2,42,104,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[0.6484106183052063, -0.8674346804618835, 0.07659447193145752]","[0.5117452144622803, 0.6506502032279968, -0.5617742538452148]",0.2174199351132015,0.6288618481501155,0.6522598053396046,0.04556298405391934,0.019141115248203278,0.3576165771302291,22.64581729163817,0.06
PPO,2,42,105,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.42927682399749756, 0.11211804300546646, 0.4673515558242798]","[-0.602249801158905, -0.4704720079898834, -0.3490790128707886]",0.07775986062499043,0.2334786904634893,0.2332795818749713,0.05710591191862836,0.09605920314788818,0.14050990358886872,5.648147792889569,0.01
PPO,2,42,106,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.8895044922828674, 0.2718296945095062, -0.8628385663032532]","[0.9502007961273193, -0.6974973678588867, -0.4096177816390991]",0.0579269300663963,0.1573531534546025,0.17378079019918888,0.04605397578029905,0.011998937465250492,0.15916602785450562,7.6946003456213905,0.02
PPO,2,42,107,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[0.6331554651260376, -0.5412940382957458, -0.558035135269165]","[-0.916957676410675, -0.7854737043380737, 0.4266817569732666]",0.14758528163346926,0.3884046209164129,0.44275584490040776,0.14400445467528003,0.4421004056930542,0.24262356152409628,12.428634519451423,0.0275
PPO,2,42,108,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[0.2364661693572998, 0.06543176621198654, 0.1095544770359993]","[-0.17992550134658813, -0.7554280757904053, 0.9981473684310913]",0.1728381482959382,0.4439143412402827,0.5185144448878146,0.12590143302984444,0.3042284846305847,0.21286490990633977,11.58790027037469,0.0325
PPO,2,42,109,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[0.9988187551498413, 0.9677178263664246, 0.040775928646326065]","[0.3314192593097687, -0.585135817527771, 0.520487904548645]",0.20706048159544987,0.6214801008528743,0.6211814447863496,0.037116101241590066,0.02060043439269066,0.3787452195796586,24.01649448370592,0.06
PPO,2,42,110,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.10864169895648956, 0.04931486025452614, -0.4704791009426117]","[-0.871351957321167, 0.2730865180492401, -0.019966647028923035]",0.07173674121144494,0.11644030700699075,0.21521022363433479,0.16675630756826312,0.1020660549402237,0.12261888284487023,3.292714316056083,0.0075
PPO,2,42,111,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[-0.6049723625183105, -0.32344892621040344, 0.43083447217941284]","[-0.8419704437255859, -0.16797947883605957, -0.20451059937477112]",0.1374555112842814,0.2525998391939267,0.4123665338528442,0.15424977470028364,0.039863298181444407,0.21795450257801652,10.180649099368281,0.0175
PPO,2,42,112,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[0.4448135197162628, -0.9011456966400146, 0.6439449191093445]","[0.9329946637153625, 0.5882050395011902, 0.9689865112304688]",0.06641791619790884,0.11375492712613368,0.19925374859372652,0.18161384054218177,0.021713145077228546,0.15950730695688814,6.853082377176761,0.02
PPO,2,42,113,0.03,1.0,0.03,0,23a5ff3fe1170dbb55ad0f821e60b22b771e9a700f1ef82f61b8a8790c6dc877,"[0.41863173246383667, -0.023482682183384895, 0.2279641479253769]","[-0.4255177676677704, -0.7030157446861267, -0.44172894954681396]",0.09141966783738109,0.2120077557723272,0.2742590035121433,0.13399397924450446,0.03833022713661194,0.11406338584616298,1.7386231056640455,0.0025
