method,node,controller_seed,test_seed,amplitude,eta,relative_bound,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
SMC,2,-1,100,0.03,1.0,0.03,0,deterministic,"[-0.6200170516967773, 0.9629579782485962, -0.4305199086666107]","[0.2585463523864746, 0.16207295656204224, 0.19982454180717468]",0.10392574417766366,0.2379392375774965,0.311777232532991,0.11436590992696123,0.01989513263106346,0.18139835601265222,8.90261829814901,0.0225
SMC,2,-1,101,0.03,1.0,0.03,0,deterministic,"[-0.550951361656189, 0.6109917163848877, 0.3617924749851227]","[-0.05787895619869232, -0.9383890628814697, 0.7895963788032532]",0.327516355722096,0.7616225692999823,0.9825490671662879,0.2617558949155572,0.5566377937793732,0.2196830276685373,11.404867331042967,0.0325
SMC,2,-1,102,0.03,1.0,0.03,0,deterministic,"[-0.5149568915367126, -0.7814074754714966, -0.3089001476764679]","[0.5584290027618408, 0.0793050229549408, 0.8485109210014343]",0.20910909313264173,0.3591111536319557,0.6273272793979252,0.42536370603390683,0.1020989865064621,0.1641361877301367,4.938536594991605,0.0075
SMC,2,-1,103,0.03,1.0,0.03,0,deterministic,"[-0.12263999134302139, -0.037186793982982635, 0.47996628284454346]","[-0.12207181006669998, 0.919745683670044, -0.3810819089412689]",0.24238907870877588,0.6128244001134692,0.7271672361263276,0.1805814818283658,0.10245764255523682,0.2432603114397797,11.15946988257215,0.03
SMC,2,-1,104,0.03,1.0,0.03,0,deterministic,"[0.6484106183052063, -0.8674346804618835, 0.07659447193145752]","[0.5117452144622803, 0.6506502032279968, -0.5617742538452148]",0.23528507134798954,0.6312871088177915,0.7058552140439687,0.08266495862676773,0.018406013026833534,0.2637779880757792,14.991788403245355,0.0375
SMC,2,-1,105,0.03,1.0,0.03,0,deterministic,"[-0.42927682399749756, 0.11211804300546646, 0.4673515558242798]","[-0.602249801158905, -0.4704720079898834, -0.3490790128707886]",0.12060331208639138,0.2973333605019069,0.3618099362591741,0.06054530265154662,0.10317939519882202,0.10527450295406576,3.507337573322309,0.0075
SMC,2,-1,106,0.03,1.0,0.03,0,deterministic,"[-0.8895044922828674, 0.2718296945095062, -0.8628385663032532]","[0.9502007961273193, -0.6974973678588867, -0.4096177816390991]",0.06768729316391181,0.16296553186061624,0.20306187949173543,0.06361539968875823,0.010402575135231018,0.1551523312811873,7.828442502897548,0.02
SMC,2,-1,107,0.03,1.0,0.03,0,deterministic,"[0.6331554651260376, -0.5412940382957458, -0.558035135269165]","[-0.916957676410675, -0.7854737043380737, 0.4266817569732666]",0.19607410446047033,0.4248972390845888,0.588222313381411,0.2630612429599335,0.5151998400688171,0.15949720128565942,7.013185779532492,0.02
SMC,2,-1,108,0.03,1.0,0.03,0,deterministic,"[0.2364661693572998, 0.06543176621198654, 0.1095544770359993]","[-0.17992550134658813, -0.7554280757904053, 0.9981473684310913]",0.21414187835670345,0.4856701202232072,0.6424256350701103,0.1705749436845014,0.4428858757019043,0.16648660977523633,8.677979715609712,0.025
SMC,2,-1,109,0.03,1.0,0.03,0,deterministic,"[0.9988187551498413, 0.9677178263664246, 0.040775928646326065]","[0.3314192593097687, -0.585135817527771, 0.520487904548645]",0.22012436123629095,0.6098151211153844,0.6603730837088728,0.1742765072181269,0.08374623209238052,0.27690333570292,16.047090446637483,0.0425
