method,node,controller_seed,test_seed,amplitude,eta,relative_bound,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
SAC,3,42,100,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.6200170516967773, 0.9629579782485962, -0.4305199086666107]","[0.2585463523864746, 0.16207295656204224, 0.19982454180717468]",0.05005462204956961,0.08806605832915655,0.15016386614870883,0.06853117843813918,0.027790896594524384,0.13746968528576325,5.5393950271013415,0.0
SAC,3,42,101,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.550951361656189, 0.6109917163848877, 0.3617924749851227]","[-0.05787895619869232, -0.9383890628814697, 0.7895963788032532]",0.0561820581947869,0.1638474343227493,0.16854617458436072,0.040960371770240644,0.041556328535079956,0.16461748077982383,7.364704075080013,0.0
SAC,3,42,102,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.5149568915367126, -0.7814074754714966, -0.3089001476764679]","[0.5584290027618408, 0.0793050229549408, 0.8485109210014343]",0.05871012277284936,0.1695840105226514,0.1761303683185481,0.0451471255172366,0.014322668313980103,0.15733946588568556,5.272221559677615,0.0
SAC,3,42,103,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.12263999134302139, -0.037186793982982635, 0.47996628284454346]","[-0.12207181006669998, 0.919745683670044, -0.3810819089412689]",0.055717137765684356,0.1392379342129404,0.16715141329705308,0.06969175747607226,0.024820148944854736,0.16645162123397103,7.437473063357842,0.0
SAC,3,42,104,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.6484106183052063, -0.8674346804618835, 0.07659447193145752]","[0.5117452144622803, 0.6506502032279968, -0.5617742538452148]",0.0949133072677049,0.2001582379286023,0.2847399218031147,0.079956651987209,0.06559344101697206,0.19227673704190149,8.210542316384055,0.0
SAC,3,42,105,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.42927682399749756, 0.11211804300546646, 0.4673515558242798]","[-0.602249801158905, -0.4704720079898834, -0.3490790128707886]",0.03193948897614406,0.08629183191402343,0.09581846692843218,0.042537509107295375,0.07191216945648193,0.11200631110745475,3.7485234791854456,0.0
SAC,3,42,106,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.8895044922828674, 0.2718296945095062, -0.8628385663032532]","[0.9502007961273193, -0.6974973678588867, -0.4096177816390991]",0.0352313997965625,0.11727375440532324,0.1056941993896875,0.02819725838892254,0.022427072748541832,0.09710001648215581,2.825142590588314,0.0
SAC,3,42,107,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.6331554651260376, -0.5412940382957458, -0.558035135269165]","[-0.916957676410675, -0.7854737043380737, 0.4266817569732666]",0.07187685841409581,0.18546039550655058,0.21563057524228743,0.0991166968036581,0.11454790830612183,0.16954767614826002,6.066744357521211,0.0
SAC,3,42,108,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.2364661693572998, 0.06543176621198654, 0.1095544770359993]","[-0.17992550134658813, -0.7554280757904053, 0.9981473684310913]",0.06512276867771535,0.15693244428187128,0.19536830603314606,0.07474942427174544,0.06663793325424194,0.1899707091419477,7.9563661028687624,0.0
SAC,3,42,109,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.9988187551498413, 0.9677178263664246, 0.040775928646326065]","[0.3314192593097687, -0.585135817527771, 0.520487904548645]",0.07665771240034046,0.21199434842182688,0.22997313720102136,0.048469698079574255,0.046710748225450516,0.18229088700025753,8.05638217468233,0.0
SAC,3,42,110,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.10864169895648956, 0.04931486025452614, -0.4704791009426117]","[-0.871351957321167, 0.2730865180492401, -0.019966647028923035]",0.02281977825953702,0.05845601222654094,0.06845933477861105,0.04814990205736256,0.029914192855358124,0.1083494820202378,2.5357100753491153,0.0
SAC,3,42,111,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.6049723625183105, -0.32344892621040344, 0.43083447217941284]","[-0.8419704437255859, -0.16797947883605957, -0.20451059937477112]",0.026950595498236758,0.04559600662123102,0.08085178649471028,0.034285650502338456,0.019384258426725864,0.10137964484103006,3.7279977656258128,0.0
SAC,3,42,112,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.4448135197162628, -0.9011456966400146, 0.6439449191093445]","[0.9329946637153625, 0.5882050395011902, 0.9689865112304688]",0.05940267555098222,0.17672450363359787,0.17820802665294666,0.028879558236372692,0.019384032115340233,0.11522024646958805,1.3649685955319768,0.0
SAC,3,42,113,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.41863173246383667, -0.023482682183384895, 0.2279641479253769]","[-0.4255177676677704, -0.7030157446861267, -0.44172894954681396]",0.05192598509497736,0.12624352416337814,0.15577795528493207,0.05657704041718885,0.03324149549007416,0.1397521686078307,1.9293144036804422,0.0
SAC,3,42,114,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.7814548015594482, -0.6798140406608582, -0.9797838926315308]","[0.11529668420553207, -0.6668115258216858, -0.3657369315624237]",0.021706960575867223,0.06317012368868662,0.06512088172760168,0.01802929385024824,0.02542629837989807,0.08137308272934911,1.9189931571460364,0.0
SAC,3,42,115,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.13505227863788605, -0.6992138028144836, -0.6386840343475342]","[-0.08365152776241302, -0.7399067878723145, -0.1394127458333969]",0.022901720313180364,0.03448145148113862,0.0687051609395411,0.06374745794146518,0.099860280752182,0.07916999101044234,2.749198621564031,0.0
SAC,3,42,116,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.0036390621680766344, -0.36614876985549927, -0.6434957981109619]","[0.9050279259681702, 0.8802486658096313, -0.9539850950241089]",0.08957100297143979,0.2041419794129892,0.2687130089143194,0.14311856893753563,0.10932248272001743,0.20124106870922365,6.09464982825661,0.0
SAC,3,42,117,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.11515316367149353, 0.7238221168518066, -0.36945784091949463]","[-0.9954982399940491, 0.7611866593360901, 0.800013542175293]",0.041603848097748364,0.16433263378893317,0.1248115442932451,0.02384478253898797,0.010651988908648491,0.11018866137078873,5.469298055262101,0.0
SAC,3,42,118,0.03,1.0,0.03,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.7532855868339539, -0.8538441061973572, 0.6052027344703674]","[0.3583809733390808, -0.14669764041900635, -0.04589289054274559]",0.037714297322909394,0.08262524397396581,0.11314289196872819,0.033191187468207914,0.0391157865524292,0.10481047095206016,4.0153329982154675,0.0
