method,time,message,sent_signal,recovered_message,recovery_error,x1,y1
Linear,7.6000000000000005,0.04817536845803261,0.30266860127449036,0.05592162907123566,0.007746260613203049,0.25449323654174805,0.2467469722032547
Linear,7.65,0.06845471262931824,0.31101807951927185,0.07609991729259491,0.007645204663276672,0.2425633668899536,0.23491816222667694
Linear,7.7,0.08443279564380646,0.3142690360546112,0.09197616577148438,0.0075433701276779175,0.22983624041080475,0.22229287028312683
Linear,7.75,0.09510564804077148,0.3115604519844055,0.1025467962026596,0.0074411481618881226,0.21645478904247284,0.2090136557817459
Linear,7.800000000000001,0.09980267286300659,0.30236345529556274,0.10714155435562134,0.007338881492614746,0.20256079733371735,0.1952219009399414
Linear,7.8500000000000005,0.09822872281074524,0.28652238845825195,0.10546575486660004,0.007237032055854797,0.1882936656475067,0.18105663359165192
Linear,7.9,0.09048270434141159,0.26427212357521057,0.09761862456798553,0.007135920226573944,0.17378942668437958,0.16665349900722504
Linear,7.95,0.0770513266324997,0.23623092472553253,0.08408722281455994,0.007035896182060242,0.15917959809303284,0.1521437019109726
Linear,8.0,0.05877852439880371,0.2033688873052597,0.06571580469608307,0.006937280297279358,0.144590362906456,0.13765308260917664
Linear,8.05,0.03681245446205139,0.16695407032966614,0.04365277290344238,0.006840318441390991,0.13014161586761475,0.12330129742622375
Linear,8.1,0.012533322907984257,0.12847961485385895,0.01927856355905533,0.006745240651071072,0.11594628542661667,0.10920105129480362
Linear,8.15,-0.012533322907984257,0.08957640826702118,-0.005881093442440033,0.006652229465544224,0.10210973024368286,0.09545750170946121
Linear,8.200000000000001,-0.03681245446205139,0.051916785538196564,-0.03025103360414505,0.0065614208579063416,0.08872924000024796,0.08216781914234161
Linear,8.25,-0.05877852439880371,0.01711517572402954,-0.05230565369129181,0.006472870707511902,0.07589370012283325,0.06942082941532135
Linear,8.3,-0.0770513266324997,-0.013367921113967896,-0.07066468149423599,0.006386645138263702,0.0636834055185318,0.0572967603802681
Linear,8.35,-0.09048270434141159,-0.03831280395388603,-0.08417998254299164,0.006302721798419952,0.05216990038752556,0.045867182314395905
Linear,8.4,-0.09822872281074524,-0.05681268870830536,-0.09200765937566757,0.006221063435077667,0.04141603410243988,0.03519497066736221
Linear,8.450000000000001,-0.09980267286300659,-0.0683266669511795,-0.09366105496883392,0.0061416178941726685,0.03147600591182709,0.025334391742944717
Linear,8.5,-0.09510564804077148,-0.07271009683609009,-0.08904137462377548,0.006064273416996002,0.022395551204681396,0.016331275925040245
Linear,8.55,-0.08443279564380646,-0.07022063434123993,-0.07844385504722595,0.005988940596580505,0.014212164096534252,0.008223224431276321
Linear,8.6,-0.06845471262931824,-0.06149933114647865,-0.0625392347574234,0.005915477871894836,0.00695538055151701,0.0010399003513157368
Linear,8.65,-0.04817536845803261,-0.04752826318144798,-0.04233160242438316,0.005843766033649445,0.0006471064407378435,-0.005196659825742245
Linear,8.700000000000001,-0.02486898936331272,-0.029567018151283264,-0.019095323979854584,0.0057736653834581375,-0.004698027856647968,-0.01047169417142868
Linear,8.75,-1.714505461270337e-16,-0.009072287939488888,0.005705047398805618,0.005705047398805618,-0.009072287939488888,-0.014777335338294506
Linear,8.8,0.02486898936331272,0.012394553981721401,0.030506767332553864,0.005637777969241142,-0.01247443538159132,-0.018112214282155037
Linear,8.85,0.04817536845803261,0.033266060054302216,0.053747110068798065,0.005571741610765457,-0.014909306541085243,-0.02048105001449585
Linear,8.9,0.06845471262931824,0.05206731706857681,0.073961541056633,0.005506828427314758,-0.016387393698096275,-0.021894220262765884
Linear,8.950000000000001,0.08443279564380646,0.06750838458538055,0.0898757204413414,0.005442924797534943,-0.016924407333135605,-0.022367337718605995
Linear,9.0,0.09510564804077148,0.07856480777263641,0.10048560798168182,0.005379959940910339,-0.01654083840548992,-0.02192080393433571
Linear,9.05,0.09980267286300659,0.08454117178916931,0.10512053966522217,0.005317866802215576,-0.015261503867805004,-0.020579364150762558
Linear,9.1,0.09822872281074524,0.08511361479759216,0.10348527878522873,0.00525655597448349,-0.013115105219185352,-0.018371662124991417
Linear,9.15,0.09048270434141159,0.08034893870353699,0.09567871689796448,0.005196012556552887,-0.010133769363164902,-0.015329774469137192
Linear,9.200000000000001,0.0770513266324997,0.07069872319698334,0.08218748867511749,0.005136162042617798,-0.006352601107209921,-0.011488767340779305
Linear,9.25,0.05877852439880371,0.05696931108832359,0.06385554373264313,0.0050770193338394165,-0.0018092140089720488,-0.006886232178658247
