controlled_nodes,num_control_inputs,num_runs,mae_mean,mae_std,rmse_mean,rmse_std,mean_l1_mean,mean_l1_std,steady_l1_mean,steady_l1_std,final_l1_mean,final_l1_std,mean_abs_u_mean,mean_abs_u_std,energy_u_mean,energy_u_std,saturation_fraction_mean,saturation_fraction_std
2,1,60,0.09299812895136919,0.07331881807286514,0.28632575720696796,0.22464704303646094,0.2789943868541076,0.21995645421859542,0.04255003026902671,0.01758397956103889,0.03469352051615715,0.03025535253320978,0.16260495341320214,0.09389672003505922,9.088689533636172,6.680523355985504,0.02183333333333333,0.018214044373213174
3,1,60,0.04313954806981297,0.018679339685702758,0.14336101456728687,0.053300065357605994,0.12941864420943885,0.05603801905710828,0.009091709084647619,0.0060853665037896194,0.009053153715406855,0.007671483802412141,0.12628512061439573,0.045796153443585105,6.535917017098631,3.090089849534746,0.01683333333333333,0.009977375536626356
