node,k1,k2,k3,gain_norm,linearized_closed_loop_stable
2,-0.11672683221369623,3.871190768733918,-5.502160975677844,6.7285599145405195,True
3,-0.17169753138784405,-2.085640775581896,3.8509859553313417,4.3828609737491995,True
