#{"t_start": 1788916924.769866, "env_id": "None"}
r,l,t
-204.779868,400,3.636828
-166.485366,400,4.811857
-136.681159,400,5.934702
-101.309424,400,7.006317
-105.68616,400,7.705658
-86.978218,400,8.861404
-72.726611,400,10.064817
-60.991858,400,11.175706
-56.848967,400,12.194668
-63.354861,400,12.988616
-44.732278,400,14.184654
-37.387575,400,15.400568
-37.467443,400,16.43964
-29.323076,400,17.224988
-23.584627,400,18.533568
-21.672164,400,19.750381
-20.825823,400,20.936671
-16.793095,400,22.055109
-22.782257,400,22.899361
-16.567279,400,24.134025
-17.374063,400,25.226099
-15.981829,400,26.463144
-13.894415,400,27.109992
-17.133344,400,28.339066
-14.749258,400,29.528291
-17.980582,400,30.62392
-11.095481,400,31.78093
-14.747027,400,32.484943
-8.072177,400,33.399054
-16.156346,400,34.469211
-14.392235,400,35.671863
-11.157113,400,36.471586
-15.766571,400,37.673101
-12.549028,400,38.865492
-16.982102,400,39.779135
-13.962308,400,40.969091
-15.963592,400,41.780053
-10.47172,400,43.062629
-15.984269,400,44.157456
-17.308194,400,45.109085
-7.504418,400,46.1485
-14.85327,400,46.827185
-16.875701,400,47.913499
-13.452189,400,48.943717
-7.170538,400,50.035664
-16.146567,400,50.778553
-8.867506,400,51.970643
-10.836227,400,53.054856
-9.045251,400,54.30216
-6.842953,400,55.448416
-10.523025,400,56.309446
-10.023091,400,57.419422
-6.026326,400,58.61477
-9.468126,400,59.849585
-9.426014,400,60.467579
-13.347056,400,61.560891
-10.165326,400,62.822758
-9.33709,400,63.956525
-6.503976,400,65.001565
-17.250045,400,65.71512
-12.568268,400,66.722415
-12.954481,400,67.73164
-8.085804,400,68.89094
-10.081304,400,69.711041
-5.567678,400,70.874135
-7.558127,400,71.896182
-11.0369,400,72.997254
-6.321539,400,74.221089
-7.74325,400,74.96978
-10.789171,400,76.098258
-9.787446,400,77.321306
-10.486921,400,78.61167
-8.156967,400,79.883011
-8.156157,400,80.678299
-7.133224,400,81.937425
-10.32063,400,83.192854
-11.977962,400,84.459181
-15.263677,400,85.293289
-13.515691,400,86.542019
-8.711721,400,87.8056
-14.308626,400,89.020145
-18.72086,400,90.210339
-16.328917,400,91.085742
-8.235855,400,92.12956
-8.835053,400,93.255398
-7.082502,400,94.496793
-7.820356,400,95.252353
-16.176328,400,96.344716
-7.944328,400,97.451428
