#{"t_start": 1788916924.774227, "env_id": "None"}
r,l,t
-183.462125,400,3.867855
-240.217485,400,5.090633
-178.708001,400,6.234548
-213.424789,400,7.417969
-203.366701,400,8.170148
-243.097877,400,9.378096
-165.807413,400,10.685156
-195.284288,400,11.878515
-153.318866,400,12.955317
-145.979,400,13.741292
-187.53228,400,14.932105
-184.596958,400,16.080327
-118.836377,400,17.217161
-100.033788,400,17.948248
-91.831699,400,19.230374
-91.265979,400,20.472296
-69.207779,400,21.696988
-109.804418,400,22.722456
-65.099533,400,23.368554
-80.436477,400,24.52365
-53.434865,400,25.606323
-81.577201,400,26.810505
-82.581835,400,27.620469
-60.5403,400,28.797365
-57.24578,400,29.952241
-65.437897,400,31.142631
-56.856838,400,32.314084
-30.475436,400,33.207542
-38.928448,400,34.275916
-45.510417,400,35.328656
-34.802241,400,36.522754
-26.167143,400,37.404847
-51.915337,400,38.422902
-29.719395,400,39.376762
-34.106964,400,40.567704
-58.344012,400,41.673858
-22.37427,400,42.463785
-27.282575,400,43.739865
-24.770695,400,44.753014
-30.996584,400,45.754823
-17.67229,400,46.826917
-27.080559,400,47.632333
-32.711937,400,48.742851
-17.184762,400,49.891388
-36.44278,400,51.108264
-23.768106,400,51.980031
-23.572049,400,53.112019
-26.836786,400,54.305178
-15.798624,400,55.431563
-16.173459,400,56.587198
-37.02035,400,57.297287
-20.067801,400,58.575376
-22.661184,400,59.767602
-20.938589,400,60.921395
-14.91171,400,61.734585
-11.719587,400,62.909673
-37.477758,400,64.03556
-11.954239,400,65.218426
-20.289539,400,66.353481
-11.205693,400,67.073305
-13.602293,400,68.295864
-14.124653,400,69.55334
-14.334876,400,70.762608
-12.287297,400,71.593828
-13.840481,400,72.83067
-19.251884,400,74.100255
-43.54803,400,75.227423
-9.727988,400,76.508448
-12.022752,400,77.311912
-53.373044,400,78.618596
-13.504512,400,79.83592
-34.938032,400,81.148532
-12.231929,400,82.387958
-14.380026,400,83.21007
-30.562633,400,84.466002
-11.996699,400,85.682897
-31.15648,400,86.913241
-34.374336,400,87.695122
-26.279045,400,88.992261
-10.873119,400,90.248053
-12.392942,400,91.500059
-13.245398,400,92.517934
-12.38674,400,93.296292
-11.798944,400,94.566977
-19.941226,400,95.741023
-28.884964,400,97.002392
-10.705906,400,97.806391
-8.266494,400,99.05321
-44.659417,400,100.07127
-8.03033,400,101.31153
-33.837351,400,102.548124
-48.531807,400,103.287318
-16.681157,400,104.410584
-23.04712,400,105.691563
-10.151224,400,106.940728
-18.039479,400,107.771548
-9.764197,400,109.008527
-11.252739,400,110.124379
-11.043957,400,111.314826
-8.738934,400,112.498628
-21.951861,400,113.314725
-10.068385,400,114.513529
-17.78666,400,115.758359
-26.654805,400,116.995746
-7.611598,400,118.249696
-9.5859,400,119.028945
-9.31832,400,120.193914
-9.369692,400,121.50673
-6.937134,400,122.756802
-11.352999,400,123.568943
-17.754997,400,124.807957
-15.977273,400,126.056749
-23.113351,400,127.304935
-12.8807,400,128.586963
-8.794592,400,129.433204
-8.521031,400,130.678296
-8.057018,400,131.993911
-10.9392,400,133.261087
-19.021543,400,134.062129
-8.419232,400,135.268754
-11.599074,400,136.429948
-11.339517,400,137.709184
-14.939346,400,138.92413
-28.080048,400,139.767053
-10.1239,400,141.082283
-16.819838,400,142.384565
-14.84382,400,143.663301
-27.351224,400,144.527242
-7.733447,400,145.84543
-11.409464,400,147.154375
-10.968134,400,148.288558
-9.348708,400,149.456722
-10.697049,400,150.301704
-6.982658,400,151.557725
-10.020358,400,152.859451
-35.753465,400,154.038975
-13.684236,400,155.248304
-7.306098,400,156.015558
-14.123653,400,157.279521
-15.842444,400,158.499561
-17.292314,400,159.653625
-6.53645,400,160.451737
-10.289973,400,161.755391
-6.874777,400,163.014663
-7.250406,400,164.211834
-26.907077,400,165.410285
-6.184829,400,166.174037
-9.418886,400,167.481814
-16.788882,400,168.703874
-7.614749,400,169.806761
-5.873769,400,170.65382
-7.987456,400,171.861945
-7.050966,400,173.089686
-11.02336,400,174.337111
-9.755013,400,175.609882
-8.782687,400,176.443968
-12.610975,400,177.61229
-8.144849,400,178.73608
-9.105408,400,179.842205
-7.23263,400,180.614031
-22.211746,400,181.853442
-9.125171,400,183.086253
-17.156178,400,184.293051
-6.549373,400,185.545992
-10.54654,400,186.370652
-9.022577,400,187.593291
-17.127269,400,188.821126
-9.450179,400,190.034329
-7.772003,400,191.217498
-13.827731,400,192.073488
-33.605107,400,193.290654
-10.126999,400,194.510947
-6.882583,400,195.704715
-9.677956,400,196.498031
-14.438014,400,197.70467
-10.826431,400,198.90963
-13.929883,400,200.042506
-22.319366,400,201.27967
-14.149625,400,202.094582
-5.860148,400,203.307952
-26.40724,400,204.523869
-10.709002,400,205.772615
-24.182264,400,206.561429
-21.568918,400,207.801662
-10.127475,400,209.036201
-15.726825,400,210.261326
-5.787892,400,211.491699
-11.779268,400,212.27643
-13.837327,400,213.518734
-18.995422,400,214.71962
-7.686023,400,215.913849
-5.31997,400,216.73816
-8.860092,400,217.946278
-10.713463,400,219.181995
-6.113429,400,220.429177
-25.037319,400,221.647959
-20.559158,400,222.498711
-18.921312,400,223.676678
-6.861601,400,224.89702
-4.451508,400,226.084127
-36.413187,400,227.285204
-6.183911,400,228.059183
-9.310045,400,229.20923
-7.285077,400,230.41042
-8.250539,400,231.604436
-6.466421,400,232.416345
-6.972915,400,233.665279
-9.807308,400,234.918154
-9.803085,400,236.170639
-8.226776,400,237.40352
-5.175769,400,238.203604
-6.380288,400,239.4102
-13.729918,400,240.613796
-10.21989,400,241.818682
-8.86713,400,242.61572
-7.76452,400,243.854738
-40.271334,400,245.041467
-13.329899,400,246.311522
-9.784495,400,247.589065
-4.960255,400,248.377066
-20.25406,400,249.642633
-6.49653,400,250.836119
-9.47529,400,252.10707
-17.295586,400,252.947367
-4.901574,400,254.171646
-8.697205,400,255.376347
-10.56911,400,256.563932
-10.154566,400,257.762182
-12.472386,400,258.606025
-6.80701,400,259.785304
-10.087576,400,261.015996
-20.602053,400,262.254191
-32.001039,400,263.474269
-9.094587,400,264.272952
-9.998003,400,265.480067
-4.315605,400,266.709834
-4.848711,400,267.914016
-8.305338,400,268.730072
-20.174156,400,269.94977
-8.914655,400,271.193172
-14.113948,400,272.399084
-9.434356,400,273.626083
-13.574825,400,274.446068
-5.390661,400,275.680127
-15.950982,400,276.889949
-5.867176,400,278.071477
-6.669226,400,278.873499
-6.822865,400,280.091303
-14.450683,400,281.213148
-11.915051,400,282.235643
