#{"t_start": 1788916924.769866, "env_id": "None"}
r,l,t
-207.077103,400,3.871188
-161.533116,400,5.094994
-158.492573,400,6.237933
-177.26826,400,7.421325
-168.673151,400,8.17353
-236.534846,400,9.38145
-192.040631,400,10.688541
-190.855561,400,11.882875
-210.820265,400,12.958702
-197.16504,400,13.743695
-86.390211,400,14.934506
-145.039166,400,16.083712
-151.189517,400,17.220546
-109.197994,400,17.951602
-103.675927,400,19.232774
-122.859297,400,20.476656
-97.089184,400,21.699858
-86.482069,400,22.725839
-99.577794,400,23.372915
-89.274042,400,24.527032
-42.623009,400,25.609709
-65.745556,400,26.812906
-75.107605,400,27.623852
-50.487837,400,28.799716
-49.442248,400,29.955165
-45.680308,400,31.146016
-50.672659,400,32.316485
-40.324773,400,33.210927
-23.341389,400,34.278772
-41.123171,400,35.33201
-32.878464,400,36.526134
-34.838095,400,37.407255
-50.870516,400,38.426284
-38.15393,400,39.380144
-32.197153,400,40.571089
-54.037571,400,41.677242
-39.877558,400,42.466194
-55.580319,400,43.743242
-44.329628,400,44.756389
-31.71442,400,45.758206
-18.535937,400,46.829174
-25.706911,400,47.635717
-17.457369,400,48.746236
-17.537501,400,49.894766
-27.0235,400,51.111649
-43.350175,400,51.983409
-16.601021,400,53.115396
-40.557403,400,54.308562
-15.165566,400,55.435924
-15.553881,400,56.590526
-27.464872,400,57.300672
-27.819773,400,58.578687
-12.723399,400,59.770991
-15.130183,400,60.924778
-14.760962,400,61.736992
-34.747194,400,62.912528
-11.138934,400,64.038942
-16.259831,400,65.220833
-13.604428,400,66.356832
-19.513549,400,67.076682
-13.630044,400,68.299248
-30.554211,400,69.556725
-11.306863,400,70.765985
-15.949775,400,71.597213
-13.713722,400,72.834046
-11.821206,400,74.103005
-11.984072,400,75.230808
-12.134249,400,76.512809
-20.309862,400,77.315295
-37.863035,400,78.621981
-15.261619,400,79.839306
-12.035318,400,81.151915
-20.34552,400,82.39134
-13.878194,400,83.213427
-11.125312,400,84.469387
-14.424264,400,85.686274
-23.713624,400,86.916619
-17.402823,400,87.698504
-27.054555,400,88.995639
-16.366048,400,90.25046
-15.031553,400,91.503413
-16.166105,400,92.521319
-21.614742,400,93.299676
-8.693686,400,94.570359
-35.868552,400,95.7444
-11.540036,400,97.005776
-12.031589,400,97.808799
-11.720472,400,99.056589
-22.349363,400,100.074648
-19.864945,400,101.314909
-18.497904,400,102.552485
-10.47495,400,103.2907
-15.302995,400,104.413439
-11.653241,400,105.693401
-20.858667,400,106.943583
-11.851689,400,107.775909
-9.890503,400,109.011911
-9.641883,400,110.127763
-11.276992,400,111.317635
-9.839474,400,112.502012
-8.829364,400,113.31811
-40.273712,400,114.516907
-10.981273,400,115.760766
-16.555063,400,116.998154
-16.356515,400,118.253082
-10.425785,400,119.032763
-7.458376,400,120.196316
-27.623488,400,121.509138
-8.508397,400,122.760187
-7.993142,400,123.572327
-7.163622,400,124.811312
-18.146817,400,126.059156
-25.98311,400,127.308315
-9.174738,400,128.590271
-10.22883,400,129.436584
-9.769228,400,130.68168
-15.611331,400,131.997289
-10.454875,400,133.264441
-9.618412,400,134.065507
-18.045592,400,135.273115
-8.079289,400,136.433332
-9.355982,400,137.712568
-13.256474,400,138.928491
-19.424531,400,139.770438
-17.142513,400,141.085662
-11.198416,400,142.387949
-14.089619,400,143.666687
-8.262985,400,144.530629
-9.481841,400,145.848814
-23.210042,400,147.156783
-8.606105,400,148.290966
-7.621422,400,149.459574
-6.572382,400,150.304558
-20.089121,400,151.561036
-9.779291,400,152.862836
-9.826074,400,154.042296
-7.586764,400,155.25169
-15.021991,400,156.018944
-8.791173,400,157.28245
-5.408103,400,158.502945
-22.528051,400,159.657002
-62.683614,400,160.454593
-8.116847,400,161.758888
-12.01601,400,163.018047
-26.079697,400,164.21519
-9.768075,400,165.414646
-11.709018,400,166.177415
-6.525115,400,167.484669
-24.724023,400,168.707259
-32.722975,400,169.810174
-5.351004,400,170.65622
-6.888524,400,171.864799
-10.136485,400,173.092095
-12.307092,400,174.340496
-14.500457,400,175.61226
-37.539215,400,176.447351
-13.55172,400,177.61513
-34.259673,400,178.738151
-6.778512,400,179.845047
-12.168554,400,180.617415
-14.842212,400,181.856817
-17.821852,400,183.08964
-15.518786,400,184.296427
-16.133677,400,185.549377
-6.408326,400,186.375013
-11.202179,400,187.596669
-8.446395,400,188.825487
-8.090196,400,190.03673
-43.772193,400,191.221859
-8.654139,400,192.076867
-14.315058,400,193.294032
-5.587843,400,194.513794
-6.367653,400,195.709076
-19.544191,400,196.500441
-39.966569,400,197.708055
-6.077613,400,198.912934
-9.413626,400,200.04586
-8.513187,400,201.283048
-5.814718,400,202.097961
-8.860603,400,203.312313
-20.772662,400,204.527243
-7.87607,400,205.77547
-31.125017,400,206.564814
-6.251166,400,207.805019
-8.65401,400,209.039587
-13.676137,400,210.264693
-37.174719,400,211.494956
-8.701136,400,212.280791
-11.138949,400,213.522046
-7.032352,400,214.722997
-24.201812,400,215.917222
-8.583388,400,216.741545
-10.104364,400,217.949669
-26.724055,400,219.18533
-9.921767,400,220.431585
-7.082649,400,221.65132
-17.029021,400,222.502095
-10.35698,400,223.68006
-16.051648,400,224.900406
-6.216104,400,226.08745
-5.184613,400,227.288582
-29.305271,400,228.061561
-5.025528,400,229.212584
-7.008712,400,230.413794
-7.302073,400,231.607727
-6.640835,400,232.419729
-5.551377,400,233.668667
-9.487733,400,234.920561
-6.084399,400,236.174016
-12.904899,400,237.40734
-7.149997,400,238.20741
-8.563534,400,239.412608
-29.039762,400,240.617152
