node,mismatch,test_seed,method,continuous_mae,direct_key_word_disagreement,direct_key_bit_disagreement,direct_master_unique_values_per_stream,direct_master_entropy_bits,legacy_key_word_disagreement,legacy_key_bit_disagreement,legacy_master_unique_values_per_stream,legacy_master_entropy_bits,recovered_image_mae,recovered_image_psnr_db,exact_recovery
3,2.0,100,PPO,0.04176348401112288,0.0546875,0.026041666666666668,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,100,SAC,0.05839861072551381,0.0859375,0.046875,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,100,Fixed,0.05282398647007843,0.0390625,0.015625,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,100,LQR,0.042855076673731674,0.04296875,0.016927083333333332,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,100,SMC,0.05384347061287068,0.07421875,0.037760416666666664,2.0,1.308901740588901,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,101,PPO,0.025008432172398898,0.02734375,0.018229166666666668,2.25,1.597283178710625,0.0,0.0,1.0,0.8112781244591328,0.0,361.20199909921956,True
3,2.0,101,SAC,0.04326272518483165,0.05078125,0.03125,2.25,1.597283178710625,0.0,0.0,1.0,0.8112781244591328,0.0,361.20199909921956,True
3,2.0,101,Fixed,0.02715174632188185,0.02734375,0.015625,2.25,1.597283178710625,0.0,0.0,1.0,0.8112781244591328,0.0,361.20199909921956,True
3,2.0,101,LQR,0.09378573918669038,0.078125,0.040364583333333336,2.25,1.597283178710625,0.25,0.25,1.0,0.8112781244591328,91.65478515625,8.046486414439123,False
3,2.0,101,SMC,0.18051858086558545,0.14453125,0.07291666666666667,2.25,1.597283178710625,0.5,0.3333333333333333,1.0,0.8112781244591328,122.53352864583333,6.067882677495691,False
3,2.0,102,PPO,0.022859131697866058,0.0234375,0.01953125,2.5,1.6405423642126495,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,102,SAC,0.0436090527473425,0.03515625,0.024739583333333332,2.5,1.6405423642126495,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,102,Fixed,0.035622955481812824,0.02734375,0.015625,2.5,1.6405423642126495,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,102,LQR,0.04002570945158368,0.03125,0.01953125,2.5,1.6405423642126495,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,102,SMC,0.025713548670561675,0.015625,0.014322916666666666,2.5,1.6405423642126495,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
3,2.0,103,PPO,0.005785442412464666,0.0,0.0,1.25,0.3372900666170139,0.0,0.0,1.0,0.8112781244591328,0.0,361.20199909921956,True
