node,mismatch,test_seed,method,continuous_mae,direct_key_word_disagreement,direct_key_bit_disagreement,legacy_key_word_disagreement,legacy_key_bit_disagreement,recovered_image_mae,recovered_image_psnr_db,exact_recovery
2,1.0,100,PPO,0.009298928497931533,0.00390625,0.0013020833333333333,0.0,0.0,0.0,361.20199909921956,True
2,1.0,100,Fixed,2.2221150074959346,0.73046875,0.3802083333333333,0.75,0.5,122.53352864583333,6.067882677495691,False
2,1.0,100,LQR,0.01638457017421994,0.00390625,0.0013020833333333333,0.0,0.0,0.0,361.20199909921956,True
2,1.0,100,SMC,0.010501333241942726,0.00390625,0.0013020833333333333,0.0,0.0,0.0,361.20199909921956,True
2,1.0,101,PPO,0.01708838615862381,0.01953125,0.013020833333333334,0.0,0.0,0.0,361.20199909921956,True
2,1.0,101,Fixed,1.9542664261080063,0.68359375,0.2942708333333333,0.75,0.6666666666666666,122.53352864583333,6.067882677495691,False
2,1.0,101,LQR,0.07719083298009839,0.0546875,0.026041666666666668,0.0,0.0,0.0,361.20199909921956,True
2,1.0,101,SMC,0.13211238499995184,0.0859375,0.0390625,0.25,0.25,91.67692057291667,8.062368665026087,False
2,1.0,102,PPO,0.023329118648689473,0.03125,0.022135416666666668,0.0,0.0,0.0,361.20199909921956,True
2,1.0,102,Fixed,3.346155422174585,0.70703125,0.3567708333333333,0.75,0.5833333333333334,91.65478515625,8.046486414439123,False
2,1.0,102,LQR,0.04645545351013425,0.04296875,0.032552083333333336,0.0,0.0,0.0,361.20199909921956,True
2,1.0,102,SMC,0.033260198715045895,0.03125,0.022135416666666668,0.0,0.0,0.0,361.20199909921956,True
2,1.0,103,PPO,0.008485865722832386,0.0,0.0,0.0,0.0,0.0,361.20199909921956,True
2,1.0,103,Fixed,2.8414150063726993,0.75,0.4361979166666667,0.75,0.3333333333333333,111.1044921875,6.094821948486523,False
2,1.0,103,LQR,0.04578033499456069,0.01171875,0.01171875,0.0,0.0,0.0,361.20199909921956,True
