method,num_seeds,continuous_mae_mean,direct_key_word_disagreement_mean,legacy_key_word_disagreement_mean,recovered_image_mae_mean,exact_recovery_rate
PPO,20,0.03073418530649784,0.04140625,0.0375,12.459912109375,0.85
Fixed,20,2.3660294267227684,0.734765625,0.725,94.31844889322916,0.0
LQR,20,0.04845279064050677,0.054296875,0.0625,20.234871419270835,0.75
SMC,20,0.048964487692380015,0.0548828125,0.075,24.81871744791667,0.7
