method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,1-2-3,3,-1,123,100,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.010273896319929476,0.08125440281544369,0.03082168895978843,0.007537797944229326,0.013236284255981445,0.16991186801093328,9.764751110524102,0.01
PPO,1-2-3,3,-1,123,101,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.004675121297529517,0.02742076280792916,0.01402536389258855,0.006729236602737212,0.005770758725702763,0.09364835730756162,4.105031473919563,0.0033333333333333335
PPO,1-2-3,3,-1,123,102,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.005639620220322697,0.03422595803570714,0.016918860660968094,0.006846621304888416,0.011385083198547363,0.1336183475047127,6.695838969770694,0.005833333333333334
PPO,1-2-3,3,-1,123,103,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.009529905525424789,0.07437626725277474,0.028589716576274363,0.0076918344496300925,0.007511764764785767,0.17375388519462207,9.722978767700821,0.009166666666666667
PPO,1-2-3,3,-1,123,104,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.01641137109663344,0.11347277812258978,0.04923411328990031,0.0070665205230959404,0.007287822663784027,0.23793036006205248,14.877536662870913,0.015
PPO,1-2-3,3,-1,123,105,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.007537020647515878,0.051831046850581694,0.022611061942547635,0.00891578963233365,0.005880127660930157,0.1434396104538753,6.7368793234709194,0.005833333333333334
PPO,1-2-3,3,-1,123,106,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.01149382246226608,0.09434211006550873,0.03448146738679824,0.006075086303480705,0.005865070037543774,0.1824920543764446,9.910202260451477,0.0075
PPO,1-2-3,3,-1,123,107,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.0061080536756901406,0.04219065919005234,0.018324161027070424,0.006750232344608248,0.00573769211769104,0.14882006336867512,7.705965295124887,0.004166666666666667
PPO,1-2-3,3,-1,123,108,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.007363553749386171,0.05093085772331296,0.022090661248158516,0.006918169089512509,0.007267255336046219,0.13055925962615042,6.602256591727512,0.006666666666666667
PPO,1-2-3,3,-1,123,109,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.011057456505522813,0.07086232891373562,0.03317236951656844,0.009300981458552458,0.007427474018186331,0.23947139140079146,14.74550626689241,0.014166666666666666
PPO,1-2-3,3,-1,123,110,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.8609856367111206, 0.024875562638044357, 0.4250466525554657]","[0.004447660408914089, -0.5202997922897339, 0.7527093887329102]",0.006024090953501048,0.04051401837385315,0.018072272860503145,0.00895629144837091,0.0066384971141815186,0.12408483920251936,6.7850656245306,0.005
PPO,1-2-3,3,-1,123,111,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[-0.6926772594451904, -0.661393404006958, 0.011928629130125046]","[0.31623774766921997, 0.5351617336273193, -0.781545102596283]",0.013761948987861735,0.08991379965995376,0.041285846963585206,0.008732767140400815,0.005140883848071098,0.23176277853418467,14.881697385405403,0.014166666666666666
PPO,1-2-3,3,-1,123,112,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[-0.7670819759368896, 0.6883071660995483, 0.597346842288971]","[-0.9652067422866821, -0.8461065888404846, -0.007087308447808027]",0.009476154580083695,0.07657423687136894,0.028428463740251084,0.008145299648153193,0.008390426635742188,0.17114661804904366,8.812401694059908,0.0075
PPO,1-2-3,3,-1,123,113,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[-0.8588438034057617, -0.698262095451355, -0.7104744911193848]","[0.2209867388010025, -0.08093313872814178, 0.9977114200592041]",0.03021750199404899,0.16583284261285786,0.09065250598214697,0.010058672931965119,0.01763075590133667,0.44292598727746796,30.420289438147826,0.029166666666666667
PPO,1-2-3,3,-1,123,114,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.45577654242515564, -0.715681791305542, -0.13323155045509338]","[0.4082243740558624, 0.21660929918289185, 0.29059258103370667]",0.006075605680892772,0.0408152638496847,0.018226817042678315,0.007249736324826508,0.005015924572944641,0.11159612655992668,5.147361836714582,0.005
PPO,1-2-3,3,-1,123,115,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.40467604994773865, 0.20741814374923706, 0.08833812177181244]","[0.6422944664955139, -0.9984564185142517, -0.7643713355064392]",0.00938615139557555,0.067718065112024,0.02815845418672665,0.008282749654932154,0.009554922580718994,0.16178540655985438,9.098965198573124,0.0075
PPO,1-2-3,3,-1,123,116,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[-0.655260443687439, 0.7538442015647888, 0.9143562912940979]","[0.9017144441604614, 0.015369722619652748, 0.1966596394777298]",0.009997940811747414,0.08058423442730667,0.02999382243524224,0.00807995781486417,0.008820146322250366,0.16320628604092205,9.591268253232933,0.009166666666666667
PPO,1-2-3,3,-1,123,117,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.7500235438346863, -0.6842380166053772, 0.20812228322029114]","[-0.2790674567222595, 0.026706794276833534, -0.3951078951358795]",0.007445535182036268,0.05012446297604238,0.022336605546108803,0.007528174076413299,0.004558596760034561,0.14193156890180939,7.3661224131843674,0.006666666666666667
PPO,1-2-3,3,-1,123,118,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.8613792657852173, 0.8751238584518433, -0.4448915421962738]","[-0.569055438041687, 0.06076839566230774, -0.9266456365585327]",0.00964410894346003,0.06946973260412738,0.028932326830380092,0.008636895199248821,0.006199594587087631,0.1637788312486431,9.209333122926292,0.009166666666666667
PPO,1-2-3,3,-1,123,119,nominal,0.0,0.0,-1,6,4.0,0,bf8730fbe62647caa8191cd620f30c49c84a71269b2207c332d3d865358ea743,"[0.9124807715415955, 0.4642244279384613, 0.638034999370575]","[-0.7128913998603821, 0.5132739543914795, -0.9522490501403809]",0.028968989826833283,0.16576803668626344,0.08690696948049985,0.006880525252379385,0.008643031120300293,0.4176742716128021,27.96723226729824,0.025
