method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction,max_post_pulse,mean_post_pulse_error
SMC,2,1,2,-1,100,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.045947361044126625,0.18083208990790045,0.13784208313237986,1.0714636264759817e-06,2.384185791015625e-07,0.028976022869539302,0.5746832625002044,0.0,,
SMC,2,1,2,-1,101,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.016259791058254393,0.06470057105601326,0.04877937317476318,5.329522177760984e-07,1.2386590242385864e-07,0.04327742095646344,2.3826429754874296,0.005,,
SMC,2,1,2,-1,102,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.10452470647076595,0.27755636491153135,0.31357411941229785,7.403879009624139e-06,8.940696716308594e-07,0.11556686264457465,5.586858392123389,0.015,,
SMC,2,1,2,-1,103,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.08525692351661385,0.2527383662945749,0.25577077054984154,1.3717519188368762e-06,1.4901161193847656e-07,0.11189773300644928,7.243245520969016,0.02,,
SMC,2,1,2,-1,104,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.16756316953522934,0.508866532286055,0.5026895086056881,4.424690556379012e-06,6.258487701416016e-07,0.18723792916023566,11.471579111567072,0.03,,
SMC,2,1,2,-1,105,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.021738652850780714,0.08790292097443177,0.06521595855234213,1.0205685724446804e-06,1.0803341865539551e-07,0.10176526448305079,7.02063766451352,0.02,,
SMC,2,1,2,-1,106,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.14901164330568023,0.41809218546119853,0.4470349299170407,1.2597312035475984e-05,9.802170097827911e-07,0.15704525091747262,9.357957478460468,0.0275,,
SMC,2,1,2,-1,107,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.11023576304057948,0.3486870946043227,0.33070728912173847,2.2542260495232947e-06,5.960464477539062e-07,0.10343623803509519,5.134004892895523,0.015,,
SMC,2,1,2,-1,108,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.01772535265764378,0.08865132384120182,0.05317605797293134,1.3459824531534573e-06,4.246830940246582e-07,0.0459985835095538,3.232412700568487,0.01,,
SMC,2,1,2,-1,109,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.11904342445728376,0.36866773803730735,0.35713027337185127,5.998349760049655e-07,1.0384246706962585e-07,0.11386708969248957,5.03930274742719,0.0125,,
SMC,2,1,2,-1,110,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.8609856367111206, 0.024875562638044357, 0.4250466525554657]","[0.004447660408914089, -0.5202997922897339, 0.7527093887329102]",0.04522905434951719,0.1261106682195999,0.13568716304855155,5.039144997243528e-06,1.087784767150879e-06,0.06689790679402076,4.106449707721389,0.0125,,
SMC,2,1,2,-1,111,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[-0.6926772594451904, -0.661393404006958, 0.011928629130125046]","[0.31623774766921997, 0.5351617336273193, -0.781545102596283]",0.2704145560034877,0.7576752130089187,0.811243668010463,6.969331154300843e-06,6.50063157081604e-07,0.24030852346191836,14.931081155020847,0.04,,
SMC,2,1,2,-1,112,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[-0.7670819759368896, 0.6883071660995483, 0.597346842288971]","[-0.9652067422866821, -0.8461065888404846, -0.007087308447808027]",0.043366447491733885,0.15801111944984123,0.13009934247520163,2.2505237548439591e-07,0.0,0.08015483879685488,4.579645488109299,0.0125,,
SMC,2,1,2,-1,113,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[-0.8588438034057617, -0.698262095451355, -0.7104744911193848]","[0.2209867388010025, -0.08093313872814178, 0.9977114200592041]",0.2441505757013393,0.7117262010615694,0.732451727104018,3.997592922346092e-06,0.0,0.16442433569793477,8.084419931141085,0.02,,
SMC,2,1,2,-1,114,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.45577654242515564, -0.715681791305542, -0.13323155045509338]","[0.4082243740558624, 0.21660929918289185, 0.29059258103370667]",0.025334647777639344,0.08772507071542371,0.07600394333291803,6.914322758898323e-07,8.940696716308594e-08,0.04210468220899414,1.7794131445084707,0.005,,
SMC,2,1,2,-1,115,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.40467604994773865, 0.20741814374923706, 0.08833812177181244]","[0.6422944664955139, -0.9984564185142517, -0.7643713355064392]",0.0822818755427281,0.24918674487848938,0.2468456266281843,3.5417795089291938e-06,0.0,0.0525332512454836,0.6063273210160615,0.0,,
SMC,2,1,2,-1,116,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[-0.655260443687439, 0.7538442015647888, 0.9143562912940979]","[0.9017144441604614, 0.015369722619652748, 0.1966596394777298]",0.06135996328302948,0.20073987261663312,0.18407988984908843,2.3764592629891857e-06,1.1175870895385742e-06,0.031583573014267216,0.9308660714515092,0.0025,,
SMC,2,1,2,-1,117,nominal,0.0,0.0,-1,6,4.0,0,deterministic,"[0.7500235438346863, -0.6842380166053772, 0.20812228322029114]","[-0.2790674567222595, 0.026706794276833534, -0.3951078951358795]",0.115091614876328,0.3319050668182247,0.345274844628984,2.2318599354705694e-06,4.6193599700927734e-07,0.15902501880246234,8.943385906070953,0.0225,,
