method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,1-3,2,-1,42,100,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.01972103508534599,0.09510717443176339,0.05916310525603797,0.00964537195654379,0.003147125244140625,0.17006060301077708,8.015029605962248,0.00875
PPO,1-3,2,-1,42,101,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.008525167420537057,0.031657270850412415,0.02557550226161117,0.008058636535510973,0.009721695445477962,0.07057882153064458,3.098118894567171,0.00375
PPO,1-3,2,-1,42,102,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.006312425979815659,0.035420546515066764,0.018937277939446977,0.0094231576529435,0.0046759843826293945,0.09248404556820332,6.341248291355239,0.00875
PPO,1-3,2,-1,42,103,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.02974740897691619,0.12843242843131175,0.08924222693074857,0.008940962568661313,0.009301692247390747,0.2659554120520144,11.843858298477796,0.01
PPO,1-3,2,-1,42,104,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.02449093849153559,0.1290355688384036,0.07347281547460677,0.010015467446251416,0.009726867079734802,0.2209387057765092,14.891823306414365,0.0225
PPO,1-3,2,-1,42,105,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.027437684714565005,0.10725447516273774,0.08231305414369501,0.008926187791390183,0.00935243908315897,0.17473404044215743,6.317896743513207,0.00125
PPO,1-3,2,-1,42,106,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.032837622356349454,0.1528147427818632,0.09851286706904837,0.008867843668723915,0.009397338144481182,0.3098756477255328,14.283142906150443,0.005
PPO,1-3,2,-1,42,107,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.01040645670288971,0.046103247977122556,0.031219370108669126,0.009183431791578546,0.01084563136100769,0.15465602650193316,8.208166242591739,0.01
PPO,1-3,2,-1,42,108,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.021712013066445143,0.08634383803511524,0.06513603919933543,0.010118452354943679,0.0098094642162323,0.1720207704375138,7.947839484982072,0.00875
PPO,1-3,2,-1,42,109,nominal,0.0,0.0,-1,6,4.0,0,5b6e77a4f0038d7815b37fa16e1f41477b07137ec7ea2c1c5d4e38768adb7381,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.022832998748116215,0.09787760203811562,0.06849899624434864,0.0149726628118919,0.0076501439325511456,0.2596742684774082,12.805577095223777,0.01375
