method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,2-3,2,-1,123,100,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.02322885116751144,0.11347757308654352,0.06968655350253432,0.01634566522674796,0.024576544761657715,0.1267660990905509,6.0478204179635116,0.0075
PPO,2-3,2,-1,123,101,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.010548718708431068,0.044878409478920404,0.0316461561252932,0.009672356292283461,0.00795020442456007,0.07311349186089419,3.0657085711787246,0.00375
PPO,2-3,2,-1,123,102,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.013369955546327139,0.05393124355824304,0.04010986663898142,0.014581982948943788,0.023481249809265137,0.09469144913063679,4.986667096761035,0.0075
PPO,2-3,2,-1,123,103,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.017411166849563165,0.09442466653647506,0.0522335005486895,0.01442608569553237,0.015574872493743896,0.1499046540988651,8.81222468032733,0.0125
PPO,2-3,2,-1,123,104,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.04022755294013226,0.1749049745444762,0.12068265882039679,0.010046444390612988,0.009600244462490082,0.1751146612089694,9.74137435428375,0.01375
PPO,2-3,2,-1,123,105,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.015036888352455145,0.06078570937245574,0.04511066505736544,0.014450600359266923,0.009112527593970299,0.1052550196094889,6.185422524823046,0.00875
PPO,2-3,2,-1,123,106,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.015397081130508609,0.09902003238994861,0.046191243391525826,0.008206857512072648,0.007491005584597588,0.13210080208679537,8.044002145899833,0.01
PPO,2-3,2,-1,123,107,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.011095766727878393,0.06052431464261903,0.033287300183635175,0.00950244420932399,0.010447323322296143,0.10802987117106629,5.674510654858776,0.0075
PPO,2-3,2,-1,123,108,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.01968358369626984,0.07840808650436437,0.05905075108880953,0.009624839130858029,0.009431615471839905,0.10460602720163559,5.150335583054392,0.00625
PPO,2-3,2,-1,123,109,nominal,0.0,0.0,-1,6,4.0,0,f5188226560e71a310a9240ddf50d84a2821f972b2777ea9c7f2d9ab4c1ce36b,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.01757833085015899,0.08897479850664139,0.05273499255047698,0.01163393980536012,0.010156828444451094,0.176359086996525,10.666032039877363,0.015
