method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,1-2-3,3,-1,1024,100,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.011808776670791277,0.08160700657905161,0.03542633001237383,0.01396530429131271,0.01572781801223755,0.15049889360431423,8.608746168822229,0.008333333333333333
PPO,1-2-3,3,-1,1024,101,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.005952592656180473,0.02761894874260873,0.01785777796854142,0.013210144986249046,0.012974951416254044,0.09071134861345005,4.0782029067192545,0.0033333333333333335
PPO,1-2-3,3,-1,1024,102,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.00732974414148539,0.03441865208312301,0.021989232424456173,0.014181708192659749,0.015260398387908936,0.13028677844644485,6.853137412712773,0.006666666666666667
PPO,1-2-3,3,-1,1024,103,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.011163715573518551,0.07434086041002895,0.033491146720555656,0.013224693843060069,0.014733940362930298,0.16997768576640143,10.193085903274664,0.01
PPO,1-2-3,3,-1,1024,104,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.017722461196103892,0.11315336221525989,0.053167383588311676,0.01216339614863197,0.012624725699424744,0.2294713991259845,14.928078647831107,0.015
PPO,1-2-3,3,-1,1024,105,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.008468391221242702,0.051838038326573,0.025405173663728107,0.012513273159892839,0.013908743858337402,0.12832760592537032,7.411711515445205,0.006666666666666667
PPO,1-2-3,3,-1,1024,106,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.012742931025175507,0.0958162656618362,0.03822879307552652,0.013218633065942996,0.013042422011494637,0.17453050760185332,9.758927742566952,0.008333333333333333
PPO,1-2-3,3,-1,1024,107,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.007696934835172428,0.041987133843994294,0.023090804505517284,0.012450539380495932,0.011064887046813965,0.15772965132837136,8.013330998041853,0.006666666666666667
PPO,1-2-3,3,-1,1024,108,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.008671809336618022,0.05088031132492439,0.02601542800985407,0.01215813728624288,0.01240747794508934,0.11828040575929116,6.56871185832148,0.006666666666666667
PPO,1-2-3,3,-1,1024,109,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.012283586824958462,0.0702158504266969,0.036850760474875385,0.013576223894401832,0.012146653607487679,0.24047775764454926,15.041832167141283,0.013333333333333334
PPO,1-2-3,3,-1,1024,110,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.8609856367111206, 0.024875562638044357, 0.4250466525554657]","[0.004447660408914089, -0.5202997922897339, 0.7527093887329102]",0.007470997175045392,0.040645993014429775,0.022412991525136174,0.012466711819999747,0.015151381492614746,0.12726341876343003,7.08988239298932,0.006666666666666667
PPO,1-2-3,3,-1,1024,111,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[-0.6926772594451904, -0.661393404006958, 0.011928629130125046]","[0.31623774766921997, 0.5351617336273193, -0.781545102596283]",0.014787657025555831,0.08999682416748599,0.04436297107666749,0.014024083241015489,0.012799427844583988,0.22869105975229545,15.318442372360327,0.015833333333333335
PPO,1-2-3,3,-1,1024,112,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[-0.7670819759368896, 0.6883071660995483, 0.597346842288971]","[-0.9652067422866821, -0.8461065888404846, -0.007087308447808027]",0.011148376236278765,0.07749203184107445,0.03344512870883629,0.013899190167402044,0.01552438735961914,0.13864873364530597,7.411916250291442,0.005833333333333334
PPO,1-2-3,3,-1,1024,113,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[-0.8588438034057617, -0.698262095451355, -0.7104744911193848]","[0.2209867388010025, -0.08093313872814178, 0.9977114200592041]",0.03138963126167903,0.16338893565213272,0.09416889378503708,0.015125626531418091,0.015529751777648926,0.42023551990823854,28.67069840649093,0.02666666666666667
PPO,1-2-3,3,-1,1024,114,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.45577654242515564, -0.715681791305542, -0.13323155045509338]","[0.4082243740558624, 0.21660929918289185, 0.29059258103370667]",0.0071416477504761535,0.041076703130752804,0.02142494325142846,0.013588821095770892,0.01291586458683014,0.09923600005055604,4.438977450278849,0.004166666666666667
PPO,1-2-3,3,-1,1024,115,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.40467604994773865, 0.20741814374923706, 0.08833812177181244]","[0.6422944664955139, -0.9984564185142517, -0.7643713355064392]",0.010386608142315946,0.06732147091415235,0.031159824426947834,0.011750225581366706,0.013273924589157104,0.15874176305205448,9.275150138149336,0.008333333333333333
PPO,1-2-3,3,-1,1024,116,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[-0.655260443687439, 0.7538442015647888, 0.9143562912940979]","[0.9017144441604614, 0.015369722619652748, 0.1966596394777298]",0.011655180745216974,0.08087252119774377,0.03496554223565092,0.011838035451041328,0.013461291790008545,0.1570646559211084,8.825660764693433,0.008333333333333333
PPO,1-2-3,3,-1,1024,117,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.7500235438346863, -0.6842380166053772, 0.20812228322029114]","[-0.2790674567222595, 0.026706794276833534, -0.3951078951358795]",0.008468703133211233,0.05018546284491538,0.0254061093996337,0.013965458773007547,0.013762753456830978,0.13564917638414817,7.2872061255768985,0.006666666666666667
PPO,1-2-3,3,-1,1024,118,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.8613792657852173, 0.8751238584518433, -0.4448915421962738]","[-0.569055438041687, 0.06076839566230774, -0.9266456365585327]",0.010859451363914502,0.06948073055628502,0.032578354091743505,0.01237531653088,0.013805432245135307,0.15113888625194902,8.851566048218444,0.008333333333333333
PPO,1-2-3,3,-1,1024,119,nominal,0.0,0.0,-1,6,4.0,0,6bd008c4a5af3136d7164e97e5192c871ac7d3b2340916967796560f37dcc94b,"[0.9124807715415955, 0.4642244279384613, 0.638034999370575]","[-0.7128913998603821, 0.5132739543914795, -0.9522490501403809]",0.030118944042873998,0.16331739481793472,0.09035683212862199,0.011479044724025843,0.012116461992263794,0.3979153397801957,25.700905817047868,0.023333333333333334
