method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,1-2,2,-1,42,100,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.04689168601032851,0.13212393674447048,0.14067505803098554,0.11198235250273604,0.047207653522491455,0.28440892559585357,8.619192840686535,0.01
PPO,1-2,2,-1,42,101,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.022999933804288594,0.04931478307741328,0.06899980141286578,0.05667963058308319,0.056782305240631104,0.16057625721136753,4.604958935035473,0.00625
PPO,1-2,2,-1,42,102,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.06801749565750856,0.19493147949560657,0.20405248697252568,0.06707585340848675,0.053172528743743896,0.42222048802082973,15.773309308188104,0.01
PPO,1-2,2,-1,42,103,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.07829981983824326,0.17569432339025162,0.23489945951472976,0.1271640823947059,0.049469590187072754,0.4231348683328328,13.890372203114694,0.015
PPO,1-2,2,-1,42,104,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.22354802945303612,0.6477556505853115,0.6706440883591084,0.0960824489880951,0.02152017503976822,0.8157782067040775,49.79291897425289,0.0625
PPO,1-2,2,-1,42,105,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.040352748401140975,0.0910769021463437,0.12105824520342294,0.11973116746931164,0.043839387595653534,0.2697234786744984,8.545359778662338,0.01
PPO,1-2,2,-1,42,106,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.12625385979956893,0.3252281994196617,0.3787615793987068,0.05829810418970423,0.061403609812259674,0.6528935633283898,28.42243328567977,0.02
PPO,1-2,2,-1,42,107,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.10619840942437785,0.3034702529962389,0.3185952282731335,0.04124401973123536,0.022809326648712158,0.5073782897477696,21.49971881364201,0.01125
PPO,1-2,2,-1,42,108,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.02855904442773,0.06008429727745459,0.08567713328319,0.09232878995438416,0.023291971534490585,0.2122011113229052,6.85171898887013,0.01
PPO,1-2,2,-1,42,109,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.08927026973512404,0.29785323812332387,0.26781080920537215,0.030303110127095825,0.033567626029253006,0.45932556503682287,22.115607402115387,0.0225
PPO,1-2,2,-1,42,110,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.8609856367111206, 0.024875562638044357, 0.4250466525554657]","[0.004447660408914089, -0.5202997922897339, 0.7527093887329102]",0.0396825235541399,0.08759884482100082,0.1190475706624197,0.025247192240239663,0.04103732109069824,0.23620041163215538,7.417586891913527,0.01
PPO,1-2,2,-1,42,111,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[-0.6926772594451904, -0.661393404006958, 0.011928629130125046]","[0.31623774766921997, 0.5351617336273193, -0.781545102596283]",0.7428744696006171,1.4999946705162153,2.2286234088018513,0.0469236985699814,0.11209742445498705,1.556708318497196,106.00616532039584,0.1525
PPO,1-2,2,-1,42,112,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[-0.7670819759368896, 0.6883071660995483, 0.597346842288971]","[-0.9652067422866821, -0.8461065888404846, -0.007087308447808027]",0.05714882851879446,0.12582527862561763,0.1714464855563834,0.11910075947274397,0.04119908809661865,0.34258230549847696,6.379632080551122,0.00375
PPO,1-2,2,-1,42,113,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[-0.8588438034057617, -0.698262095451355, -0.7104744911193848]","[0.2209867388010025, -0.08093313872814178, 0.9977114200592041]",0.20310703792445925,0.5990465749387858,0.6093211137733777,0.08175517931396578,0.07534003257751465,0.7253022260866372,40.92132531272249,0.05625
PPO,1-2,2,-1,42,114,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.45577654242515564, -0.715681791305542, -0.13323155045509338]","[0.4082243740558624, 0.21660929918289185, 0.29059258103370667]",0.02729215729843859,0.07532823760350434,0.08187647189531577,0.05098447301367551,0.08039770275354385,0.15737204736753593,2.069535210141403,0.0
PPO,1-2,2,-1,42,115,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[0.40467604994773865, 0.20741814374923706, 0.08833812177181244]","[0.6422944664955139, -0.9984564185142517, -0.7643713355064392]",0.054996813053276056,0.18046231822097106,0.16499043915982817,0.02533634664076898,0.02091926336288452,0.2820948404480617,7.81934678177663,0.0025
PPO,1-2,2,-1,42,116,nominal,0.0,0.0,-1,6,4.0,0,7dbc4cdec04468341e789078f115b28ea99737712eb563d937f040685198db68,"[-0.655260443687439, 0.7538442015647888, 0.9143562912940979]","[0.9017144441604614, 0.015369722619652748, 0.1966596394777298]",0.052203567761305414,0.13348942850411388,0.15661070328391624,0.023646640924759852,0.023762255907058716,0.29977829862348826,8.590434543217894,0.01
