method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction,max_post_pulse,mean_post_pulse_error
SAC,3,1,3,42,100,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.024237021794565897,0.11764853084433056,0.07271106538369769,0.01425864679140993,0.003668844699859619,0.07038895923300574,2.334142726234154,0.0,,
SAC,3,1,3,42,101,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.022493441627401137,0.06369311398505997,0.06748032488220342,0.010509462664938636,0.016468802466988564,0.05929208693658919,1.8824164499181961,0.0,,
SAC,3,1,3,42,102,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.01937705807142805,0.06393969684647365,0.058131174214284154,0.008683416778279215,0.0027436017990112305,0.07352674037143773,4.249223405687224,0.0,,
SAC,3,1,3,42,103,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.06754416000509847,0.21054576367192723,0.2026324800152954,0.018788295062143863,0.019474297761917114,0.17206816661387608,5.357060463343697,0.0,,
SAC,3,1,3,42,104,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.06645290173415222,0.22568587443361576,0.19935870520245666,0.013772510564138677,0.006003379821777344,0.1330210217216663,7.579814260607271,0.0,,
SAC,3,1,3,42,105,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.04782971028096862,0.14263311595591233,0.14348913084290588,0.015099765020020214,0.014710534363985062,0.11487946664900554,4.4112451420462895,0.0,,
SAC,3,1,3,42,106,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.05395149370198272,0.190820356750059,0.16185448110594816,0.012774254038734476,0.017080636229366064,0.16409698091540253,5.180506453350353,0.0,,
SAC,3,1,3,42,107,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.016567755347320613,0.06400136951830343,0.04970326604196184,0.012418953276434799,0.009192705154418945,0.09815239906311035,5.091250325737272,0.0,,
SAC,3,1,3,42,108,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.044984676845175084,0.1367592538437025,0.13495403053552527,0.01353980551680757,0.006086036562919617,0.0634911298157271,1.0800160136142865,0.0,,
SAC,3,1,3,42,109,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.03025131361250915,0.10596604604855869,0.09075394083752746,0.013980600149313242,0.004110248293727636,0.13613749620623125,6.262221963259589,0.0,,
SAC,3,1,3,42,110,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.8609856367111206, 0.024875562638044357, 0.4250466525554657]","[0.004447660408914089, -0.5202997922897339, 0.7527093887329102]",0.04009089688189848,0.11411809263459453,0.12027269064569544,0.016173242223391563,0.013514995574951172,0.10499383089251055,3.208484257292844,0.0,,
SAC,3,1,3,42,111,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.6926772594451904, -0.661393404006958, 0.011928629130125046]","[0.31623774766921997, 0.5351617336273193, -0.781545102596283]",0.07688759403902858,0.22726297486837868,0.23066278211708574,0.012114724610000849,0.021610189229249954,0.16937143725350015,8.763665992351315,0.0,,
SAC,3,1,3,42,112,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.7670819759368896, 0.6883071660995483, 0.597346842288971]","[-0.9652067422866821, -0.8461065888404846, -0.007087308447808027]",0.061617618588868495,0.203131484330614,0.18485285576660548,0.01972551262696032,0.0071738362312316895,0.13212070262937475,2.1691226351429833,0.0,,
SAC,3,1,3,42,113,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[-0.8588438034057617, -0.698262095451355, -0.7104744911193848]","[0.2209867388010025, -0.08093313872814178, 0.9977114200592041]",0.05596057464854818,0.19628946823442497,0.16788172394564455,0.014094668719342646,0.008741676807403564,0.18225321864843963,9.08526796406068,0.0,,
SAC,3,1,3,42,114,nominal,0.0,0.0,-1,6,4.0,0,ffe8be3169c0f36fdbb027c8e099afa0df7742411c9e66aea31327b3f4e66a73,"[0.45577654242515564, -0.715681791305542, -0.13323155045509338]","[0.4082243740558624, 0.21660929918289185, 0.29059258103370667]",0.03339891430330776,0.10948452526395505,0.1001967429099233,0.008733607891855049,0.020093023777008057,0.08390023345661876,1.4530552082633876,0.0,,
