method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,1,1,1,123,100,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",1.3052383607171372,1.5407141008425016,3.915715082151411,4.936925890453068,7.618473291397095,3.2488551498053972,248.1013624865583,0.745
PPO,1,1,1,123,101,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",1.1075065777956796,1.3859383174702586,3.3225197333870384,2.846287720273306,3.422088921070099,3.154816599892559,238.53240926435475,0.6525
PPO,1,1,1,123,102,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",1.5466843943420492,1.7512286593754494,4.640053183026147,4.829507771833443,7.05956506729126,3.7010179976201116,291.04966184621514,0.87
PPO,1,1,1,123,103,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",1.3792846326035753,1.6209783019979929,4.137853897810725,4.384299541513125,5.59689998626709,3.756401346954622,292.7428476751979,0.845
PPO,1,1,1,123,104,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",1.5153381657706928,1.8555783174479064,4.546014497312078,2.4449278233043943,1.9898547530174255,3.3675727777350275,246.5532687662935,0.605
PPO,1,1,1,123,105,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",1.157703129438403,1.4060185707733428,3.4731093883152093,3.8235530658268635,2.8104219287633896,3.295442292889455,240.60631400274266,0.6125
PPO,1,1,1,123,106,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",1.4617561863987696,1.7192312819954987,4.385268559196309,3.195043385833686,3.2119559943675995,3.6634507546029482,286.0849041744862,0.8425
PPO,1,1,1,123,107,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",1.6029399669158613,1.747141542508552,4.808819900747584,3.884852431990482,5.45368230342865,3.976160393688744,317.94440410764275,0.9725
PPO,1,1,1,123,108,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",1.116260386080615,1.3730608662201975,3.348781158241845,2.8074726201133964,3.004200756549835,3.376610217397647,250.52308046553546,0.615
PPO,1,1,1,123,109,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",1.2450916001190766,1.4710087669974128,3.73527480035723,4.74839346120019,3.2537856698036194,3.3850534165514974,258.8030753602154,0.7425
PPO,1,1,1,123,110,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[0.8609856367111206, 0.024875562638044357, 0.4250466525554657]","[0.004447660408914089, -0.5202997922897339, 0.7527093887329102]",1.5049741263079426,1.7226034247099622,4.514922378923828,6.502599576005229,3.088518053293228,3.569891557543355,274.60400030293187,0.8125
PPO,1,1,1,123,111,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[-0.6926772594451904, -0.661393404006958, 0.011928629130125046]","[0.31623774766921997, 0.5351617336273193, -0.781545102596283]",1.5386555062549643,1.8915185367368115,4.615966518764893,2.9815736686879837,1.2612677291035652,3.3759855709765616,248.82155687483055,0.66
PPO,1,1,1,123,112,nominal,0.0,0.0,-1,6,4.0,0,c53e4219a0ce7d15b6c7cc9240c7243236f182fc137b54f8b6b40ae4e2ac85c8,"[-0.7670819759368896, 0.6883071660995483, 0.597346842288971]","[-0.9652067422866821, -0.8461065888404846, -0.007087308447808027]",1.7155226845842346,1.8545529199694697,5.146568053752704,5.105474324506006,6.945312261581421,3.9441938785246187,315.1889677965107,0.9775
