method,controlled_nodes,num_control_inputs,node,controller_seed,test_seed,scenario,mismatch,noise_std,pulse_step,observation_dim,action_limit,state_guard_hits,model_sha256,initial_x,initial_y,mae,rmse,mean_l1,steady_l1,final_l1,mean_abs_u,energy_u,saturation_fraction
PPO,1-3,2,-1,123,100,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.6699632406234741, 0.19310805201530457, -0.42227351665496826]","[-0.9140968322753906, 0.9473087787628174, 0.19294340908527374]",0.02081126952930938,0.09482095384969794,0.062433808587928144,0.0174688931186626,0.015857398509979248,0.17437703965552281,8.178183510418949,0.01
PPO,1-3,2,-1,123,101,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.8870649933815002, -0.2811579406261444, 0.5696108341217041]","[0.1825563758611679, -0.41134288907051086, 0.8454513549804688]",0.008689875168161094,0.03113870818274225,0.02606962550448328,0.01212307464124428,0.009391771163791418,0.08016272566102427,3.6311469817640303,0.005
PPO,1-3,2,-1,123,102,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[-0.6800177097320557, 0.17188702523708344, 0.6476735472679138]","[-0.4054795205593109, 0.36979904770851135, -0.07223168015480042]",0.007881727765471244,0.03571620594164587,0.02364518329641373,0.014115435034999579,0.014352679252624512,0.0977243260362016,6.4403706272421335,0.00875
PPO,1-3,2,-1,123,103,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[-0.3746335208415985, -0.5513635277748108, -0.6359805464744568]","[0.7203572988510132, 0.715084969997406, -0.7928751111030579]",0.0292878712797251,0.1262914733412465,0.0878636138391753,0.01679909186736669,0.013426095247268677,0.26507693169722124,11.351194404816336,0.01
PPO,1-3,2,-1,123,104,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.6771296262741089, 0.3842962980270386, -0.5678223371505737]","[-0.7491762042045593, -0.24986141920089722, 0.5077770352363586]",0.026723019655635977,0.12907999170718404,0.08016905896690793,0.014878376024878688,0.008968524634838104,0.23243780251350857,15.408130907269848,0.02375
PPO,1-3,2,-1,123,105,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.2763906717300415, 0.9829195737838745, -0.8065410852432251]","[0.013408683240413666, -0.2071221023797989, -0.5879675149917603]",0.03071463947123999,0.10769731422938278,0.09214391841371997,0.01665759219408587,0.006087911315262318,0.18911356686561037,6.805247583424905,0.005
PPO,1-3,2,-1,123,106,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.9648157358169556, -0.9191997051239014, -0.7544265985488892]","[-0.07146907597780228, 0.9288845658302307, -0.7224013805389404]",0.03166268837894835,0.1512276526666368,0.09498806513684507,0.011085463548366578,0.010516412556171417,0.3138233388964542,14.827309013301715,0.00625
PPO,1-3,2,-1,123,107,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.2970718443393707, -0.044622860848903656, 0.005474763922393322]","[0.46956777572631836, -0.017653441056609154, -0.8469340801239014]",0.009735268929021794,0.04566604228318039,0.029205806787065382,0.01127511099624781,0.01049146056175232,0.15512034049759296,8.213158890978603,0.01
PPO,1-3,2,-1,123,108,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.7119876146316528, 0.2645502984523773, -0.7641888856887817]","[-0.2987346351146698, -0.5197822451591492, -0.8483289480209351]",0.024096615900883973,0.08666038111101257,0.07228984770265191,0.014688802486354555,0.009148824959993362,0.1705485161468201,7.015059443161748,0.00875
PPO,1-3,2,-1,123,109,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.08748450130224228, 0.6828176975250244, 0.5001521706581116]","[-0.33672913908958435, 0.19850623607635498, -0.6109974980354309]",0.022183557688579866,0.09607778150426027,0.0665506730657396,0.011618890368414146,0.013962028082460165,0.25726150637004813,12.233943771783043,0.0125
PPO,1-3,2,-1,123,110,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.8609856367111206, 0.024875562638044357, 0.4250466525554657]","[0.004447660408914089, -0.5202997922897339, 0.7527093887329102]",0.016191992073003217,0.06176971745164618,0.04857597621900966,0.013057298877816877,0.006095126271247864,0.1479955954602606,5.8315862290566285,0.0075
PPO,1-3,2,-1,123,111,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[-0.6926772594451904, -0.661393404006958, 0.011928629130125046]","[0.31623774766921997, 0.5351617336273193, -0.781545102596283]",0.031222382161628103,0.1263265225374884,0.0936671464848843,0.012813651554838375,0.017917492426931858,0.2882615680553186,16.87385614536618,0.0225
PPO,1-3,2,-1,123,112,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[-0.7670819759368896, 0.6883071660995483, 0.597346842288971]","[-0.9652067422866821, -0.8461065888404846, -0.007087308447808027]",0.02764972544864365,0.13110570382463968,0.08294917634593095,0.01800798731683581,0.0141335129737854,0.30433665988432645,14.624457337167776,0.005
PPO,1-3,2,-1,123,113,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[-0.8588438034057617, -0.698262095451355, -0.7104744911193848]","[0.2209867388010025, -0.08093313872814178, 0.9977114200592041]",0.04348436855081645,0.18265464445309626,0.13045310565244936,0.01848458398685411,0.01676875352859497,0.3743237313103776,19.928721997947193,0.02375
PPO,1-3,2,-1,123,114,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.45577654242515564, -0.715681791305542, -0.13323155045509338]","[0.4082243740558624, 0.21660929918289185, 0.29059258103370667]",0.017874996316137686,0.075608657156098,0.053624988948413055,0.011794649122029911,0.01228206604719162,0.19486729940051153,8.060458431646978,0.00375
PPO,1-3,2,-1,123,115,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.40467604994773865, 0.20741814374923706, 0.08833812177181244]","[0.6422944664955139, -0.9984564185142517, -0.7643713355064392]",0.023599271016297607,0.11257272052624545,0.07079781304889282,0.013302456627795358,0.010359734296798706,0.28741712528896374,14.669851822771049,0.01
PPO,1-3,2,-1,123,116,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[-0.655260443687439, 0.7538442015647888, 0.9143562912940979]","[0.9017144441604614, 0.015369722619652748, 0.1966596394777298]",0.02007509284561418,0.0938622621469281,0.060225278536842536,0.012446751013214205,0.008724138140678406,0.17474223643731782,8.034452830847277,0.01
PPO,1-3,2,-1,123,117,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.7500235438346863, -0.6842380166053772, 0.20812228322029114]","[-0.2790674567222595, 0.026706794276833534, -0.3951078951358795]",0.014583398058084602,0.06117097717162228,0.043750194174253805,0.012930168982963135,0.01454928144812584,0.13972551747227546,6.529723012987471,0.0075
PPO,1-3,2,-1,123,118,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.8613792657852173, 0.8751238584518433, -0.4448915421962738]","[-0.569055438041687, 0.06076839566230774, -0.9266456365585327]",0.02933242353622307,0.10693885833243887,0.0879972706086692,0.0163850213435513,0.005343478173017502,0.21374932153758935,10.323253377335709,0.01375
PPO,1-3,2,-1,123,119,nominal,0.0,0.0,-1,6,4.0,0,8c821c14ce7ef12c5bdebfeea3819ef6aad43f438184f8d1cdfdac9f06ab6059,"[0.9124807715415955, 0.4642244279384613, 0.638034999370575]","[-0.7128913998603821, 0.5132739543914795, -0.9522490501403809]",0.03988421571782402,0.1715649394096549,0.11965264715347207,0.012416526002602445,0.011629849672317505,0.3699919501496038,20.68110781319137,0.0275
