node,mismatch,test_seed,method,continuous_mae,direct_key_word_disagreement,direct_key_bit_disagreement,direct_master_unique_values_per_stream,direct_master_entropy_bits,legacy_key_word_disagreement,legacy_key_bit_disagreement,legacy_master_unique_values_per_stream,legacy_master_entropy_bits,recovered_image_mae,recovered_image_psnr_db,exact_recovery
2,0.0,100,PPO,0.018743318248501357,0.046875,0.024739583333333332,3.5,2.314235613527213,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,100,SAC,0.07158206575453126,0.12890625,0.06770833333333333,3.5,2.314235613527213,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,100,Fixed,3.800520003841181,0.734375,0.36328125,3.5,2.314235613527213,1.0,0.5,1.0,1.5,122.53352864583333,6.067882677495691,False
2,0.0,100,LQR,1.0978934975961845e-07,0.0,0.0,3.5,2.314235613527213,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,100,SMC,8.77383475502332e-08,0.0,0.0,3.5,2.314235613527213,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,101,PPO,0.0021981559866617317,0.00390625,0.00390625,2.0,1.333215374019162,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,101,SAC,0.037504177925105374,0.03515625,0.024739583333333332,2.0,1.333215374019162,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,101,Fixed,2.187232390721723,0.7265625,0.3763020833333333,2.0,1.333215374019162,0.75,0.5,1.0,-0.0,122.53352864583333,6.067882677495691,False
2,0.0,101,LQR,2.0853046104699995e-08,0.0,0.0,2.0,1.333215374019162,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,101,SMC,2.0187750730353098e-08,0.0,0.0,2.0,1.333215374019162,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,102,PPO,0.014330965200012239,0.01953125,0.013020833333333334,2.5,2.0549539769945,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,102,SAC,0.062024554194067605,0.109375,0.06901041666666667,2.5,2.0549539769945,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,102,Fixed,1.658781969594808,0.77734375,0.48046875,2.5,2.0549539769945,0.75,0.4166666666666667,1.0,1.5,69.046875,8.408542751197704,False
2,0.0,102,LQR,0.0,0.0,0.0,2.5,2.0549539769945,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,102,SMC,2.3045383083323637e-07,0.0,0.0,2.5,2.0549539769945,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,103,PPO,0.006611027832453449,0.02734375,0.01953125,2.0,2.0214778292080644,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,103,SAC,0.0716790003546824,0.125,0.08854166666666667,2.0,2.0214778292080644,0.25,0.08333333333333333,1.0,1.5,63.822265625,8.985652582701588,False
2,0.0,103,Fixed,1.6502743487556775,0.8671875,0.5729166666666666,2.0,2.0214778292080644,0.75,0.25,1.0,1.5,69.046875,8.408542751197704,False
2,0.0,103,LQR,0.0,0.0,0.0,2.0,2.0214778292080644,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,103,SMC,1.0562750200430553e-07,0.0,0.0,2.0,2.0214778292080644,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,104,PPO,0.0041271295776823536,0.00390625,0.0013020833333333333,2.25,1.7872270367490903,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,104,SAC,0.037215416324518934,0.03125,0.026041666666666668,2.25,1.7872270367490903,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,104,Fixed,1.9344482135444803,0.70703125,0.37890625,2.25,1.7872270367490903,0.75,0.5,1.0,-0.0,122.53352864583333,6.067882677495691,False
2,0.0,104,LQR,0.0,0.0,0.0,2.25,1.7872270367490903,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,104,SMC,1.4638499123975635e-07,0.0,0.0,2.25,1.7872270367490903,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,105,PPO,0.0020429003452591132,0.0,0.0,1.5,0.7116655121748019,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,105,SAC,0.04050684755687447,0.01953125,0.016927083333333332,1.5,0.7116655121748019,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,105,Fixed,2.511263207583397,0.7265625,0.3671875,1.5,0.7116655121748019,0.75,0.5,1.0,-0.0,122.53352864583333,6.067882677495691,False
2,0.0,105,LQR,0.0,0.0,0.0,1.5,0.7116655121748019,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,105,SMC,2.6278333583225805e-08,0.0,0.0,1.5,0.7116655121748019,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,106,PPO,0.0011557258694665506,0.0,0.0,1.5,0.6742816879003026,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,106,SAC,0.04904901114787208,0.02734375,0.02734375,1.5,0.6742816879003026,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,106,Fixed,3.0781651901446216,0.75,0.4036458333333333,1.5,0.6742816879003026,0.75,0.4166666666666667,1.0,-0.0,91.65478515625,8.046486414439123,False
2,0.0,106,LQR,4.5353469128410023e-10,0.0,0.0,1.5,0.6742816879003026,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,106,SMC,9.246771999945243e-08,0.0,0.0,1.5,0.6742816879003026,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,107,PPO,0.008012982240567604,0.03515625,0.02734375,1.75,1.777338586262165,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,107,SAC,0.01644668122753501,0.046875,0.03125,1.75,1.777338586262165,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,107,Fixed,3.9528692943470864,0.63671875,0.3190104166666667,1.75,1.777338586262165,0.75,0.4166666666666667,1.0,1.5,91.67692057291667,8.062368665026087,False
2,0.0,107,LQR,0.0,0.0,0.0,1.75,1.777338586262165,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,107,SMC,2.010104556878408e-07,0.0,0.0,1.75,1.777338586262165,0.0,0.0,1.0,1.5,0.0,361.20199909921956,True
2,0.0,108,PPO,0.004356601265802358,0.00390625,0.00390625,2.25,1.8297384829722907,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,108,SAC,0.03589308423882661,0.03125,0.0234375,2.25,1.8297384829722907,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,108,Fixed,3.6750045072015687,0.6640625,0.3229166666666667,2.25,1.8297384829722907,0.75,0.4166666666666667,1.0,-0.0,91.65478515625,8.046486414439123,False
2,0.0,108,LQR,0.0,0.0,0.0,2.25,1.8297384829722907,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
2,0.0,108,SMC,4.805770004168153e-08,0.0,0.0,2.25,1.8297384829722907,0.0,0.0,1.0,-0.0,0.0,361.20199909921956,True
