#{"t_start": 1788625365.5903108, "env_id": "None"}
r,l,t
-206.554278,400,3.041021
-210.263334,400,4.715015
-139.787795,400,6.380203
-217.829632,400,8.022423
-133.230683,400,9.061165
-117.660933,400,10.640862
-111.483762,400,12.273978
-117.678852,400,13.879805
-85.795577,400,15.449146
-69.659095,400,16.500957
-70.535303,400,18.147078
-66.97865,400,19.738128
-59.00926,400,21.392203
-46.845526,400,22.425091
-35.505137,400,24.024263
-38.581435,400,25.608382
-34.810414,400,27.294744
-34.291425,400,28.877129
-28.165385,400,29.931189
-30.880991,400,31.505263
-22.357847,400,33.142954
-23.468842,400,34.923905
-21.536593,400,36.058946
-21.013603,400,37.656595
-20.936178,400,39.280873
-19.249985,400,40.92293
-17.658943,400,42.581606
-16.43685,400,43.634391
-16.984778,400,45.237753
-15.032421,400,46.854645
-16.529101,400,48.519415
-14.386693,400,49.60838
-14.061256,400,51.215765
-13.329003,400,52.850767
-13.81268,400,54.429082
-13.566601,400,56.058924
-13.012834,400,57.159734
-12.803316,400,58.760902
-12.277887,400,60.341587
-11.989399,400,61.923205
-12.803619,400,63.522555
-11.270834,400,64.709369
-11.259595,400,66.347283
-10.731596,400,68.027997
-10.6049,400,69.580191
-10.599257,400,70.68312
-10.698647,400,72.353382
-10.755218,400,73.93804
-10.365675,400,75.533798
-9.974631,400,77.111387
-10.218075,400,78.159976
-9.977672,400,79.815137
-9.749463,400,81.537258
-9.495352,400,83.237968
-9.661376,400,84.356264
-9.123812,400,86.068279
-9.725229,400,87.786463
-9.815569,400,89.41885
-10.823706,400,91.096866
-9.217737,400,92.190934
-10.095368,400,93.813998
-10.900417,400,95.529758
-8.559302,400,97.229744
-9.357932,400,98.330868
-9.132194,400,100.110496
-8.982226,400,101.765735
-8.606491,400,103.506326
-8.795135,400,105.235147
-8.343433,400,106.366005
-8.92841,400,108.091461
-10.021525,400,109.868717
-9.48937,400,111.6176
-8.852976,400,113.373385
-8.211306,400,114.474667
-8.388792,400,116.198044
-8.777196,400,117.886638
-8.910226,400,119.625166
-8.332083,400,120.806522
-8.025583,400,122.577617
-7.91243,400,124.305696
-8.293216,400,126.020615
-9.102423,400,127.753528
-7.969043,400,128.940867
-7.596378,400,130.600403
-8.161153,400,132.316689
-7.532931,400,133.947173
-7.097973,400,135.063963
-6.703526,400,136.815429
-6.89845,400,138.508854
-6.468163,400,140.222194
-6.447063,400,141.906802
-6.415207,400,143.031711
-6.832327,400,144.792579
-5.813978,400,146.574024
-6.41559,400,148.283397
-6.483982,400,149.429898
-5.729232,400,151.235694
-5.618673,400,152.956467
-5.431966,400,154.852561
-5.618532,400,156.794221
-6.343401,400,157.95217
-5.07334,400,159.560564
-5.15487,400,161.194057
-5.352515,400,162.84661
-4.69231,400,164.439727
-4.897887,400,165.492554
-4.944598,400,167.142282
-5.109607,400,168.901797
-4.742769,400,170.555826
-5.558968,400,171.616061
-5.908767,400,173.170162
-5.821355,400,174.782052
-4.321107,400,176.424893
-6.870676,400,178.089738
-4.230983,400,179.202693
-4.086516,400,180.784113
-4.140425,400,182.443036
-4.054659,400,184.080868
-3.925396,400,185.203107
-4.330338,400,186.829461
-3.838021,400,188.474085
-3.992133,400,190.140373
-4.537082,400,191.843589
-4.075327,400,192.937529
-4.431786,400,194.561235
-5.620299,400,196.206094
-3.84119,400,197.78946
-3.474806,400,198.861029
-3.3768,400,200.493939
-3.81815,400,202.141268
-3.409673,400,203.743364
-3.365265,400,205.355816
-3.095046,400,206.421219
-4.369719,400,208.105818
-2.967129,400,209.745649
-2.761428,400,211.574721
-3.100955,400,213.348829
-4.423799,400,214.573792
