#{"t_start": 1788624391.8538585, "env_id": "None"}
r,l,t
-184.533374,400,3.676698
-236.003887,400,5.631767
-239.429921,400,7.494195
-224.295226,400,9.30309
-106.206137,400,10.595121
-164.816275,400,12.44918
-165.869167,400,14.364445
-134.096318,400,16.37124
-108.427193,400,18.222542
-93.50908,400,19.448058
-56.818409,400,21.368392
-72.277799,400,23.280531
-63.989311,400,25.252152
-52.696795,400,26.503278
-56.447496,400,28.386056
-33.527856,400,30.296485
-42.993469,400,32.188623
-37.478161,400,34.033103
-33.725816,400,35.220548
-31.8239,400,36.968075
-29.531018,400,38.811638
-26.125238,400,40.722207
-25.726894,400,41.927084
-23.73968,400,43.805511
-21.09005,400,45.709987
-20.210699,400,47.629413
-18.557327,400,49.639163
-17.799205,400,50.889199
-18.885715,400,52.792146
-17.851628,400,54.67684
-16.996572,400,56.55645
-15.24415,400,57.824558
-14.66984,400,59.733643
-14.693971,400,61.728702
-14.45123,400,63.639563
-13.238132,400,65.597987
-12.822517,400,66.829468
-12.652918,400,68.675507
-12.394338,400,70.503043
-12.391445,400,72.338375
-12.231332,400,74.171102
-12.541867,400,75.500486
-11.512584,400,77.460786
-11.356707,400,79.489756
-11.379495,400,81.406034
-11.024681,400,82.640869
-10.907256,400,84.531507
-10.444292,400,86.395685
-10.546353,400,88.186983
-10.781982,400,90.03283
-10.203818,400,91.254421
-9.869029,400,93.13098
-10.301965,400,95.031629
-11.40652,400,96.937767
-10.241927,400,98.17828
-10.10037,400,100.044473
-9.781772,400,101.920213
-9.417262,400,103.786013
-9.881927,400,105.629745
-9.373513,400,106.909059
-9.815223,400,108.784837
-9.335606,400,110.569671
-12.021145,400,112.301991
-9.09354,400,113.413661
-10.947771,400,115.138427
-9.194621,400,116.860238
-9.642066,400,118.527394
-9.39507,400,120.224399
-11.252006,400,121.399282
-8.847084,400,123.238516
-8.586408,400,125.072685
-8.598049,400,126.996407
-9.463245,400,128.827268
-8.668195,400,129.960404
-8.445912,400,131.673496
-8.720544,400,133.456646
-10.333527,400,135.258264
-8.16414,400,136.519227
-7.88141,400,138.257527
-8.970095,400,139.958715
-7.983197,400,141.838779
-8.81341,400,143.74484
-7.805873,400,144.925166
-7.141175,400,146.597358
-7.904171,400,148.281917
-7.117981,400,149.987876
-7.228674,400,151.103881
-7.026205,400,152.83035
-6.602809,400,154.563587
-6.627118,400,156.327538
-7.946075,400,158.027819
-6.012718,400,159.158763
-9.103602,400,161.049055
-6.387944,400,162.857765
-6.364233,400,164.516191
-5.745011,400,165.582717
-5.713122,400,167.235676
-6.255838,400,168.894185
-5.666243,400,170.550782
-5.474255,400,172.205172
-5.920226,400,173.299992
-6.055641,400,175.020913
-5.397655,400,176.778669
-6.753041,400,178.537551
-4.972795,400,180.237813
-4.918389,400,181.360622
-4.947896,400,183.046621
-5.288751,400,184.680241
-4.715509,400,186.365168
-6.72212,400,187.462583
-4.317536,400,189.314804
-4.71695,400,191.033827
-5.250344,400,192.75555
-4.357639,400,194.555021
-4.048453,400,195.66597
-4.231417,400,197.365662
-4.503489,400,199.137439
-5.345206,400,200.855784
-4.28926,400,202.008346
-3.868236,400,203.771413
-3.859679,400,205.489658
-6.327868,400,207.1496
-4.149077,400,208.83387
-3.568915,400,209.965451
-3.631909,400,211.604459
-3.62713,400,213.220767
-3.356126,400,214.799556
-4.247766,400,215.877349
-3.322795,400,217.564327
-3.360347,400,219.387408
-3.978549,400,221.159994
