#{"t_start": 1788623966.5846946, "env_id": "None"}
r,l,t
-150.909153,400,4.250536
-269.855042,400,4.547009
-140.916337,400,4.827375
-135.129191,400,5.11125
-151.532611,400,5.400249
-156.598916,400,5.705092
-213.157172,400,5.978592
-149.890977,400,6.269058
-220.758451,400,6.568094
-168.521114,400,6.882965
-173.544755,400,7.171886
-187.160543,400,7.472103
-198.740824,400,9.511697
-187.269584,400,13.443981
-170.305502,400,17.463164
-152.415907,400,21.473462
-190.883732,400,25.271057
-105.46749,400,29.289046
-58.724772,400,33.177687
-48.28959,400,37.401564
-45.55479,400,41.522352
-32.336301,400,45.647141
-23.994864,400,49.944497
-27.834511,400,54.173168
-21.643415,400,58.21421
-34.580468,400,62.311853
-26.242259,400,66.205233
-24.748751,400,70.230095
-29.678791,400,74.163008
-25.376083,400,78.168109
-21.221015,400,82.197224
-23.482045,400,86.628113
-15.827208,400,90.93062
-22.341298,400,95.14304
-16.407681,400,99.150429
-14.509419,400,103.378962
-14.741115,400,107.286881
-18.700601,400,111.307436
-15.176534,400,115.458874
-16.432433,400,119.563239
-14.019693,400,123.730291
-8.795359,400,127.883494
-13.859657,400,131.959458
-10.036626,400,136.001778
-11.273121,400,140.021064
-12.312448,400,144.116536
-9.68416,400,148.405371
-7.692668,400,152.511373
-15.928702,400,156.763674
-7.176424,400,160.939579
-10.00647,400,165.119809
-7.250794,400,169.255852
-5.139396,400,173.262342
-8.679764,400,177.244114
-6.804119,400,181.214026
-6.000114,400,185.249892
-12.081031,400,189.48524
-9.08347,400,193.562587
-6.955758,400,197.623613
-6.078227,400,201.603927
-6.812045,400,205.64416
-5.592225,400,209.802904
-8.149106,400,213.767853
-7.186262,400,217.795599
-8.507321,400,221.802373
-4.695384,400,225.711587
-5.884652,400,230.205932
-5.236348,400,235.009168
-9.131741,400,239.668255
-7.601803,400,244.370353
-7.885631,400,249.170046
-6.890574,400,253.791544
-11.721996,400,258.589721
-5.844403,400,263.196412
-6.771306,400,267.903995
-9.451538,400,272.459547
-5.273062,400,276.976472
-4.964305,400,281.400432
-4.854585,400,286.077834
-8.067816,400,290.583232
-4.636261,400,295.206828
-7.142038,400,299.730656
-4.110349,400,304.396853
-7.362782,400,308.876684
-5.356626,400,313.456879
-6.121316,400,318.182279
-6.088359,400,322.631887
-8.305805,400,327.235526
-3.988349,400,331.747332
-3.757044,400,336.635511
-6.305548,400,341.383525
-8.867525,400,346.044596
-8.179361,400,350.789119
-5.575243,400,355.50167
-8.568834,400,360.295305
-4.897931,400,365.023986
-5.84724,400,369.74651
-6.176312,400,374.401926
-7.438486,400,379.046288
-10.647585,400,383.859193
-5.710728,400,388.585865
-5.237589,400,393.389277
-5.866807,400,398.156371
