#{"t_start": 1788625365.5882993, "env_id": "None"}
r,l,t
-258.140432,400,3.042027
-229.784994,400,4.716526
-236.01147,400,6.38171
-140.767989,400,8.023434
-146.703269,400,9.062173
-138.498383,400,10.641368
-129.533652,400,12.274985
-130.065859,400,13.880817
-86.751648,400,15.449145
-98.583274,400,16.502467
-61.386228,400,18.147553
-70.88544,400,19.738627
-67.282171,400,21.392198
-40.434209,400,22.426098
-47.136364,400,24.025273
-41.430727,400,25.609391
-40.797966,400,27.295255
-35.788641,400,28.877623
-29.247143,400,29.931695
-26.401904,400,31.505764
-24.9486,400,33.14396
-23.421489,400,34.924916
-23.107161,400,36.058944
-19.263069,400,37.657102
-21.99209,400,39.282385
-18.663988,400,40.92394
-18.554725,400,42.582109
-17.639599,400,43.635395
-17.644034,400,45.23823
-16.059792,400,46.855651
-16.116188,400,48.519925
-14.15872,400,49.609391
-14.126198,400,51.21677
-13.322303,400,52.851778
-15.146794,400,54.430089
-13.423734,400,56.059935
-13.726979,400,57.161242
-12.457339,400,58.7609
-13.038252,400,60.342594
-12.877006,400,61.923703
-12.281977,400,63.523055
-11.80121,400,64.711381
-11.83734,400,66.348287
-10.837751,400,68.027994
-10.418355,400,69.5807
-10.541313,400,70.684121
-10.624077,400,72.353883
-11.603413,400,73.939043
-10.499437,400,75.5348
-10.157529,400,77.112389
-10.049591,400,78.160486
-9.949794,400,79.815641
-11.210876,400,81.537762
-9.717749,400,83.238468
-9.802095,400,84.357274
-9.75222,400,86.068279
-10.025608,400,87.786957
-11.758617,400,89.419858
-12.496454,400,91.098379
-9.939732,400,92.191946
-9.786302,400,93.815005
-9.475521,400,95.530263
-9.285522,400,97.230248
-8.918818,400,98.331876
-9.793683,400,100.110492
-9.976488,400,101.76674
-9.485175,400,103.506326
-9.882569,400,105.236157
-9.874785,400,106.366507
-8.452954,400,108.091972
-8.490359,400,109.868715
-8.578419,400,111.618102
-8.253968,400,113.373881
-9.24245,400,114.475178
-8.136583,400,116.198477
-8.472942,400,117.88765
-7.777401,400,119.626181
-8.956839,400,120.807535
-8.173155,400,122.57813
-7.188752,400,124.306198
-7.099627,400,126.02162
-7.290531,400,127.75403
-6.995842,400,128.94137
-7.508466,400,130.601417
-7.380802,400,132.317188
-7.863419,400,133.948685
-8.340231,400,135.063959
-6.526157,400,136.815928
-6.722857,400,138.509867
-6.981094,400,140.222706
-7.754589,400,141.906797
-6.128924,400,143.032222
-6.343607,400,144.793591
-5.97224,400,146.575031
-5.973696,400,148.283401
-7.164058,400,149.43091
