#{"t_start": 1788624391.8523421, "env_id": "None"}
r,l,t
-243.345048,400,3.676702
-214.34396,400,5.632782
-195.961319,400,7.495206
-162.478884,400,9.304107
-119.307653,400,10.595633
-177.005628,400,12.450192
-156.713785,400,14.365457
-96.226429,400,16.37175
-103.99835,400,18.222544
-98.109243,400,19.449068
-72.024293,400,21.36941
-76.411708,400,23.28104
-67.144831,400,25.253167
-48.84014,400,26.503796
-50.714429,400,28.387065
-47.667601,400,30.297
-41.284896,400,32.189132
-44.970837,400,34.034117
-32.297084,400,35.221064
-29.857921,400,36.969091
-29.241524,400,38.812155
-27.530372,400,40.723223
-24.281819,400,41.928601
-23.846281,400,43.806023
-22.1216,400,45.710497
-19.766494,400,47.630929
-17.843518,400,49.640182
-18.504667,400,50.890214
-17.838495,400,52.792658
-17.469194,400,54.677351
-17.169713,400,56.557466
-15.585929,400,57.825071
-15.392327,400,59.734142
-15.28284,400,61.730218
-14.809885,400,63.64058
-13.529387,400,65.599006
-14.958848,400,66.830482
-13.397415,400,68.676521
-12.375824,400,70.504055
-11.532753,400,72.339391
-12.156396,400,74.171104
-12.926491,400,75.500992
-11.703879,400,77.461796
-11.084954,400,79.490771
-11.041877,400,81.406036
-10.942304,400,82.641377
-11.067187,400,84.531512
-10.63333,400,86.396701
-10.880354,400,88.187497
-10.297985,400,90.033845
-10.776112,400,91.254937
-12.72346,400,93.13149
-9.995856,400,95.032638
-10.126148,400,96.938784
-9.779573,400,98.179797
-12.05653,400,100.044482
-10.075965,400,101.921231
-11.247256,400,103.787024
-9.887503,400,105.630261
-9.560238,400,106.909569
-9.576962,400,108.786353
-10.119929,400,110.570685
-10.907685,400,112.303008
-9.057856,400,113.414679
-9.935963,400,115.139443
-8.762741,400,116.861755
-9.999265,400,118.528409
-8.722977,400,120.22541
-8.862553,400,121.400299
-8.735129,400,123.239526
-8.596782,400,125.0737
-8.627984,400,126.996918
-8.565034,400,128.828286
-10.045589,400,129.960921
-7.972274,400,131.674514
-8.467313,400,133.457156
-8.103346,400,135.258776
-8.607422,400,136.51974
-7.944651,400,138.258039
-8.208112,400,139.959727
-7.77885,400,141.839795
-7.859182,400,143.746356
-7.614415,400,144.926183
-7.308436,400,146.598875
-7.292223,400,148.282428
-7.279804,400,149.988389
-7.055894,400,151.104898
-6.877447,400,152.831367
-6.912441,400,154.564603
-6.37758,400,156.328554
-7.394462,400,158.028836
-6.757745,400,159.160279
