#{"t_start": 1788623966.5846946, "env_id": "None"}
r,l,t
-162.848051,400,4.256047
-190.940825,400,4.554032
-304.756557,400,4.84041
-171.885806,400,5.128328
-205.861533,400,5.424869
-122.168049,400,5.717188
-286.640065,400,5.998745
-147.970172,400,6.277612
-232.391301,400,6.575624
-138.932409,400,6.863771
-179.355441,400,7.142597
-151.620846,400,7.435965
-158.817692,400,9.465102
-174.143958,400,13.371629
-188.793837,400,17.380008
-272.756717,400,21.421815
-157.985196,400,25.241306
-239.463431,400,29.24892
-213.118622,400,33.180697
-200.427811,400,37.375393
-157.054754,400,41.491265
-199.697832,400,45.541013
-146.679487,400,49.848558
-237.315339,400,54.081757
-178.161466,400,58.157333
-70.744806,400,62.248684
-26.31989,400,66.124312
-53.860808,400,70.164284
-29.620652,400,74.085096
-25.055955,400,78.098822
-28.885816,400,82.141471
-31.669488,400,86.559258
-31.333261,400,90.860313
-36.603861,400,95.049467
-28.718436,400,99.025752
-24.46169,400,103.230537
-28.501198,400,107.123899
-28.742507,400,111.104826
-28.700899,400,115.267773
-32.935153,400,119.371465
-29.605242,400,123.558638
-32.45666,400,127.708386
-24.017706,400,131.797545
-33.491854,400,135.848648
-37.047902,400,139.879565
-46.449661,400,143.948665
-34.203731,400,148.220648
-21.654984,400,152.281301
-21.672465,400,156.475167
-15.921203,400,160.661458
-12.070614,400,164.813107
-52.081916,400,168.946908
-20.388858,400,172.941739
-19.640901,400,176.922408
-16.448574,400,180.885339
-18.91432,400,184.918762
-36.697966,400,189.166589
-17.330242,400,193.240044
-24.337792,400,197.320272
-22.639356,400,201.30227
-12.38198,400,205.327179
-18.16504,400,209.441738
-15.276251,400,213.436249
-23.289781,400,217.494657
-20.098728,400,221.499497
-19.130319,400,225.400936
-26.907377,400,229.718273
-19.084901,400,234.557179
-17.148861,400,239.20901
-16.080371,400,243.899533
-13.965947,400,248.641415
-17.998912,400,253.292268
-18.563909,400,257.997784
-12.606777,400,262.547825
-12.515267,400,267.263371
-21.790863,400,271.826884
-15.13301,400,276.413992
-13.521185,400,280.767315
-14.546408,400,285.435594
-32.711238,400,289.93403
-17.965686,400,294.562782
-25.901949,400,299.065579
-13.806512,400,303.681403
-16.873988,400,308.183016
-38.99869,400,312.750485
-48.398061,400,317.39955
-16.730912,400,321.892397
-14.794057,400,326.449549
-16.808849,400,330.939113
-17.682032,400,335.740203
-10.684298,400,340.495123
-25.633781,400,345.197699
-29.312544,400,349.890663
-9.213295,400,354.645065
-18.585548,400,359.41653
-10.978992,400,364.105786
-14.737853,400,368.830199
-14.531808,400,373.528884
-10.944864,400,378.14528
-23.327202,400,382.892369
-29.972795,400,387.541121
-8.517621,400,392.34079
-11.750024,400,397.093287
-19.354691,400,401.92703
-35.761073,400,406.711567
-22.591764,400,411.158777
-12.780986,400,415.587249
-17.297268,400,420.24263
-17.691293,400,424.854318
-31.861119,400,429.612743
-11.161678,400,433.998348
-12.353768,400,438.340478
-11.825713,400,442.955738
-15.970603,400,447.415559
-28.484051,400,451.941035
-10.081575,400,456.407009
-9.365947,400,460.712481
-8.936079,400,465.070777
-33.787411,400,469.451611
-30.333269,400,474.05119
-57.712382,400,478.503189
-14.83812,400,482.989919
-10.483059,400,487.591561
-10.237813,400,492.201605
-10.976153,400,496.549474
-33.030956,400,501.069975
-14.790891,400,505.763611
-13.074669,400,510.34275
-12.830271,400,514.696392
-21.850034,400,519.217817
-22.032777,400,523.696824
-8.923771,400,528.214896
-15.909202,400,532.721603
-17.195173,400,536.982505
-11.423053,400,541.100145
-9.680234,400,545.197172
-9.173108,400,549.500612
-30.638781,400,553.916727
-21.833198,400,558.033495
-25.921045,400,562.326953
-10.472433,400,566.504684
-9.875067,400,570.926214
-11.928817,400,574.993088
-8.112754,400,579.085956
-22.867274,400,583.224604
-8.623405,400,587.561609
-7.397875,400,591.591403
-6.795506,400,595.546443
-19.164342,400,599.550334
-14.186123,400,603.785027
-19.844385,400,607.899071
-7.074961,400,611.949476
-8.992596,400,616.148214
-28.209897,400,620.318401
-8.655883,400,624.471403
-6.287356,400,628.668508
-13.628516,400,632.768172
