#{"t_start": 1788623966.5846946, "env_id": "None"}
r,l,t
-178.91252,400,4.250536
-195.979736,400,4.543505
-120.496825,400,4.82586
-154.684155,400,5.09816
-151.713712,400,5.386706
-189.244943,400,5.671954
-177.595108,400,5.963461
-178.264622,400,6.240883
-175.286058,400,6.541975
-230.061743,400,6.840157
-188.550545,400,7.127542
-164.016675,400,7.435965
-257.517867,400,9.436509
-134.124005,400,13.340487
-138.381246,400,17.311248
-248.682018,400,21.32603
-136.766618,400,25.166408
-181.536095,400,29.141253
-223.741604,400,33.018818
-253.323058,400,37.22048
-273.857341,400,41.33146
-205.300162,400,45.401883
-225.960451,400,49.689155
-125.808017,400,53.909468
-83.008188,400,57.975714
-121.990006,400,62.076313
-46.081809,400,65.939925
-32.170424,400,69.992527
-69.116918,400,73.911181
-35.298098,400,77.971652
-35.74078,400,82.038016
-70.289614,400,86.477903
-54.404043,400,90.838692
-49.722285,400,95.038532
-39.201429,400,99.048881
-39.742487,400,103.282321
-32.908893,400,107.19876
-42.281188,400,111.188841
-30.420032,400,115.329011
-27.182607,400,119.446179
-42.370674,400,123.650838
-25.554196,400,127.826036
-25.739595,400,131.91273
-23.186414,400,135.954611
-27.550427,400,140.028629
-26.118291,400,144.136618
-27.774355,400,148.439385
-22.742639,400,152.487183
-65.06676,400,156.769179
-21.554273,400,160.937571
-25.074457,400,165.087862
-17.432652,400,169.217183
-19.872535,400,173.22367
-19.629946,400,177.191358
-25.871239,400,181.170218
-19.375223,400,185.21876
-60.954402,400,189.484729
-32.75483,400,193.543053
-19.140683,400,197.602973
-12.829834,400,201.573202
-18.838932,400,205.62762
-17.410392,400,209.750839
-16.429775,400,213.778397
-14.628644,400,217.811177
-40.365586,400,221.850548
-15.134457,400,225.70757
-20.376203,400,230.12851
-15.109523,400,234.920118
-46.569617,400,239.528619
-39.261568,400,244.24949
-26.678416,400,249.043858
-31.999681,400,253.644027
-25.420612,400,258.405236
-37.659741,400,262.971996
-22.595274,400,267.712246
-15.128306,400,272.252449
-34.298489,400,276.768281
-23.372278,400,281.14731
-22.305396,400,285.795396
-9.663801,400,290.300586
-14.045609,400,294.914464
-11.256694,400,299.433679
-11.401142,400,304.058852
-16.099948,400,308.555392
-10.235053,400,313.103912
-10.569384,400,317.812745
-12.484973,400,322.299871
-35.108954,400,326.869527
-7.105385,400,331.406889
-14.94221,400,336.244563
-11.27296,400,340.941187
-32.005051,400,345.654486
-15.933302,400,350.369223
-14.147206,400,355.071459
-9.96856,400,359.900132
-10.924773,400,364.636205
-10.782111,400,369.363102
-15.72862,400,374.0565
-16.197382,400,378.740451
-13.703398,400,383.462363
-9.709783,400,388.117265
-9.225372,400,392.980986
-11.723117,400,397.737105
-22.25022,400,402.589209
-9.223354,400,407.293537
-13.125104,400,411.776604
-8.341959,400,416.221123
-10.089347,400,420.940593
-17.314715,400,425.528147
-15.313876,400,430.341358
-21.256182,400,434.699147
-21.315825,400,439.066273
-12.020271,400,443.647908
-16.711439,400,448.118171
-6.124275,400,452.617903
-11.236013,400,457.107505
-14.770849,400,461.371835
-20.808283,400,465.793012
-8.256333,400,470.154161
-10.854943,400,474.750129
-9.772977,400,479.189219
-27.548192,400,483.705359
-10.996005,400,488.306243
-8.612464,400,492.908673
-23.076714,400,497.198411
-9.882496,400,501.688324
-10.770549,400,506.395842
-43.649374,400,510.989035
-26.968779,400,515.394841
-13.425274,400,519.937987
-10.943581,400,524.42421
-11.734573,400,528.970211
-11.526713,400,533.473827
-13.058895,400,537.666075
-9.075097,400,541.819709
-13.576423,400,545.91245
-10.687697,400,550.254459
-29.036625,400,554.665334
-7.71865,400,558.854992
-10.365769,400,563.177363
-37.890344,400,567.426104
-13.0255,400,571.738548
-31.321428,400,575.838633
-12.275073,400,580.007366
-21.736827,400,584.130621
-11.453529,400,588.541331
-6.039903,400,592.518457
-9.808566,400,596.488337
-12.111404,400,600.533017
-17.403279,400,604.771523
-13.183974,400,608.829051
-13.864182,400,612.883433
-21.72958,400,617.165693
-12.444525,400,621.367344
-16.672236,400,625.571632
-13.670698,400,629.746399
-12.197055,400,633.830427
-12.905143,400,637.824303
-18.78849,400,641.754973
-11.219866,400,646.051207
-9.6922,400,650.015778
-31.952629,400,654.0151
-11.854773,400,658.020008
-16.351388,400,661.930711
-23.625417,400,665.784894
-13.785236,400,669.881561
-21.144734,400,673.7542
-27.002051,400,677.609025
-8.288867,400,681.420388
-11.114934,400,685.556205
-20.555375,400,689.625047
-8.699422,400,693.684227
-10.526666,400,697.661992
-16.224527,400,701.654115
-8.764542,400,705.743967
-11.46191,400,709.826812
-6.894491,400,713.886893
-18.353259,400,717.957067
-7.841922,400,721.90603
-12.305341,400,725.941617
-7.221638,400,730.101665
-14.983157,400,734.070193
-8.655329,400,738.212074
-23.225785,400,742.254387
-14.139408,400,746.604197
-45.850699,400,750.714916
-14.146539,400,754.795556
-8.940267,400,759.104604
-10.456319,400,763.274424
-10.485979,400,767.194763
-12.558691,400,771.226162
-38.797001,400,775.124387
-35.499447,400,779.127889
-12.701497,400,783.04877
-26.411783,400,787.004261
-22.300296,400,791.070317
-8.093809,400,795.086006
-30.70199,400,799.019247
-21.110916,400,803.025915
-17.443542,400,806.918782
-24.845484,400,810.908148
-18.012137,400,814.937683
-10.532409,400,818.888008
-16.776328,400,822.810324
-12.398309,400,826.777802
-7.681475,400,830.856352
-7.311742,400,834.943892
-19.705719,400,839.166109
-24.301093,400,843.272817
-22.464817,400,847.298574
-19.743367,400,851.35655
-12.618451,400,855.315629
-8.361723,400,859.603334
-10.973999,400,863.685419
-14.465397,400,867.895682
-7.349961,400,871.89064
-14.511262,400,875.728997
-12.128555,400,880.0202
