#{"t_start": 1788624391.8553636, "env_id": "None"}
r,l,t
-231.856187,400,3.675693
-186.473842,400,5.630262
-233.148998,400,7.49269
-156.20712,400,9.302585
-169.828586,400,10.59462
-165.236074,400,12.448176
-125.640791,400,14.363939
-126.378244,400,16.370244
-113.513769,400,18.221538
-89.221467,400,19.447051
-61.212779,400,21.367387
-65.431565,400,23.280035
-57.860311,400,25.251652
-60.495727,400,26.502271
-45.432718,400,28.385558
-44.713172,400,30.295478
-42.752,400,32.187625
-33.107424,400,34.032098
-33.79889,400,35.219543
-27.764633,400,36.967069
-27.643465,400,38.810632
-26.971506,400,40.721701
-24.705354,400,41.92608
-22.240528,400,43.805013
-20.302965,400,45.708988
-19.938768,400,47.628913
-19.515977,400,49.639175
-17.014771,400,50.888698
-17.547325,400,52.791145
-17.070848,400,54.67584
-15.469643,400,56.554945
-15.091929,400,57.824068
-15.170163,400,59.732639
-15.149987,400,61.728706
-14.6563,400,63.639064
-15.015038,400,65.596982
-12.648108,400,66.827963
-12.961753,400,68.6745
-12.384269,400,70.502534
-14.604635,400,72.337374
-12.323918,400,74.170098
-11.824916,400,75.49949
-11.453624,400,77.459281
-13.652525,400,79.489762
-11.861691,400,81.405029
-11.24222,400,82.639872
-10.883981,400,84.530503
-10.634236,400,86.395182
-10.523308,400,88.185976
-10.8376,400,90.031824
-10.288971,400,91.253415
-10.425256,400,93.130481
-12.140856,400,95.030123
-10.273782,400,96.937263
-10.565017,400,98.178287
-11.317464,400,100.042968
-10.299294,400,101.918707
-9.522585,400,103.785007
-10.003483,400,105.628742
-11.038843,400,106.907553
-10.438081,400,108.784336
-10.652454,400,110.568663
-9.583532,400,112.300986
-10.033897,400,113.412657
-9.450726,400,115.136922
-9.017521,400,116.859738
-10.565065,400,118.525889
-8.7693,400,120.223894
-8.828593,400,121.398277
-8.991203,400,123.237011
-8.57972,400,125.071677
-9.207367,400,126.995402
-9.029693,400,128.825763
-8.580806,400,129.959405
-8.344819,400,131.672996
-7.814736,400,133.455648
-8.284483,400,135.257265
-8.298209,400,136.518727
-8.047662,400,138.256022
-8.648883,400,139.95771
-8.537046,400,141.838275
-8.165628,400,143.744341
-7.411523,400,144.924659
-7.534302,400,146.596857
-7.163731,400,148.280919
-7.117836,400,149.986876
-7.351046,400,151.103383
-6.813122,400,152.828845
-6.846972,400,154.562583
-7.292187,400,156.326033
-6.625123,400,158.026814
-6.237694,400,159.158769
-6.279017,400,161.048048
-6.822799,400,162.85626
-6.536955,400,164.51569
-5.808006,400,165.582218
-7.609554,400,167.234676
-5.948224,400,168.893184
-5.918218,400,170.549779
-6.191468,400,172.204665
-5.747385,400,173.29949
-5.216518,400,175.019905
-5.624875,400,176.778167
-5.159769,400,178.537051
-4.99326,400,180.237314
-5.120452,400,181.36012
-5.854663,400,183.046113
-6.565376,400,184.679238
-4.667719,400,186.364163
-4.841431,400,187.462158
-4.755891,400,189.313806
-4.973257,400,191.033326
-4.554262,400,192.754045
-5.413573,400,194.554017
-4.593516,400,195.664966
-4.16483,400,197.365667
-4.27993,400,199.136939
-3.994023,400,200.854783
