#{"t_start": 1788624391.8503406, "env_id": "None"}
r,l,t
-220.948304,400,3.678704
-202.006835,400,5.633784
-187.746008,400,7.496699
-210.203107,400,9.305109
-196.662911,400,10.597134
-148.393797,400,12.451192
-131.981223,400,14.366461
-157.323782,400,16.373242
-115.776653,400,18.224048
-89.900615,400,19.450065
-59.269157,400,21.370912
-68.736517,400,23.282541
-61.34128,400,25.253671
-47.521184,400,26.505296
-57.004243,400,28.388062
-40.034598,400,30.298502
-38.986413,400,32.191133
-35.598606,400,34.03562
-30.533988,400,35.222561
-32.677268,400,36.970593
-28.754337,400,38.81264
-25.601843,400,40.724226
-27.30588,400,41.930102
-24.78257,400,43.807017
-22.36468,400,45.711493
-17.722848,400,47.631921
-18.652016,400,49.641176
-19.873501,400,50.891717
-16.984209,400,52.794156
-16.059566,400,54.679352
-15.302655,400,56.558967
-15.551064,400,57.827072
-15.23498,400,59.735638
-14.084344,400,61.731717
-14.216585,400,63.641576
-13.078056,400,65.600005
-13.30752,400,66.831476
-12.775912,400,68.677523
-12.210553,400,70.505057
-12.784156,400,72.340393
-12.872088,400,74.173105
-11.571134,400,75.502483
-11.211802,400,77.462791
-11.862692,400,79.492267
-11.808738,400,81.408037
-14.619915,400,82.642879
-11.473677,400,84.533513
-10.538103,400,86.397703
-10.53348,400,88.189001
-10.693431,400,90.035347
-10.189022,400,91.256432
-12.302492,400,93.133492
-10.145832,400,95.033633
-10.299701,400,96.939785
-9.954332,400,98.181297
-10.217745,400,100.046483
-9.812368,400,101.922729
-9.839333,400,103.787515
-9.558851,400,105.631264
-9.324057,400,106.911064
-9.391178,400,108.787849
-9.565774,400,110.571169
-9.314368,400,112.304502
-9.477877,400,113.415166
-9.773846,400,115.140444
-9.196805,400,116.862756
-9.694609,400,118.529912
-8.955881,400,120.226911
-9.085163,400,121.4018
-9.073777,400,123.241023
-9.002683,400,125.07419
-8.976403,400,126.997916
-8.779636,400,128.829787
-8.323389,400,129.962422
-8.260544,400,131.675517
-8.92214,400,133.458157
-8.245052,400,135.260778
-7.86629,400,136.521242
-8.042217,400,138.259535
-8.11928,400,139.960725
-7.890702,400,141.84079
-7.624533,400,143.74736
-8.060915,400,144.927682
-7.599237,400,146.600371
-8.200865,400,148.28443
-9.359559,400,149.990391
-7.553695,400,151.106399
-6.76186,400,152.832368
-7.135581,400,154.566106
-6.621996,400,156.330056
-6.642527,400,158.029839
-7.327231,400,159.160769
-7.626703,400,161.050556
-6.478533,400,162.859777
-6.157314,400,164.518705
-6.031743,400,165.584674
-6.545971,400,167.238188
-5.445618,400,168.896702
-5.801734,400,170.552799
-6.090858,400,172.207683
-9.476158,400,173.302002
-5.318593,400,175.022919
-5.119702,400,176.780676
