#{"t_start": 1788624390.8759856, "env_id": "None"}
r,l,t
-156.186925,400,2.653016
-230.122761,400,3.036309
-214.188123,400,3.437307
-183.20416,400,3.816047
-219.00878,400,4.204557
-132.072776,400,4.590387
-198.069122,400,4.945455
-201.643856,400,5.322955
-165.069523,400,5.696427
-119.290223,400,6.058154
-193.362964,400,6.412679
-195.171205,400,6.747843
-230.272544,400,9.173258
-206.228613,400,13.489314
-204.72746,400,18.004776
-169.55603,400,22.471166
-150.263859,400,26.991863
-147.947992,400,31.431812
-81.4035,400,35.774538
-68.906979,400,39.996779
-46.353066,400,44.438167
-31.3727,400,48.903374
-27.240602,400,53.487038
-33.757513,400,57.958413
-25.106623,400,62.555521
-24.413496,400,67.138688
-25.232749,400,71.559647
-27.422175,400,76.04437
-15.575785,400,80.785402
-16.726077,400,85.393308
-19.274069,400,89.87396
-18.335301,400,94.413205
-20.008817,400,98.933647
-15.785646,400,103.483746
-18.230047,400,108.010087
-14.119014,400,112.297818
-14.097154,400,116.420979
-16.028576,400,120.47187
-12.739616,400,124.725575
-14.501049,400,129.187821
-20.521313,400,133.348202
-12.394017,400,137.680684
-10.525163,400,141.802166
-13.270118,400,146.269177
-17.2511,400,150.357356
-14.116477,400,154.47217
-14.975701,400,158.665939
-8.280906,400,163.040166
-7.442915,400,167.086361
-7.445385,400,171.082843
-7.858131,400,175.076305
-14.204505,400,179.307945
-9.291205,400,183.408342
-12.035319,400,187.425244
-8.651762,400,191.639401
-10.659989,400,195.86283
-11.217078,400,200.020344
-7.694117,400,204.22341
-10.656574,400,208.328116
-8.771275,400,212.376745
-6.94965,400,216.262922
-6.993369,400,220.456795
-8.326192,400,224.570252
-9.174606,400,228.534324
-11.454411,400,232.542828
-8.772999,400,236.459636
-8.07542,400,240.293389
-8.626155,400,244.339651
-10.136987,400,248.269518
-6.12668,400,252.10149
-4.565766,400,255.891894
-5.590109,400,259.896018
-7.767551,400,264.017617
-4.639334,400,268.074883
-5.977808,400,272.058182
-8.233182,400,276.045027
-8.398544,400,280.050288
-6.027522,400,284.220781
-10.307461,400,288.295521
-8.717492,400,292.418733
-5.486465,400,296.347926
-7.449634,400,300.284001
-7.458867,400,304.399873
-8.544185,400,308.495463
-11.893236,400,312.531854
-11.078128,400,316.629894
-9.202996,400,320.91491
-5.932777,400,325.081061
-5.835731,400,329.056748
-8.159051,400,333.358272
-8.198402,400,337.586937
-6.969057,400,341.57411
-8.982581,400,345.526847
-8.655045,400,349.490681
-6.241787,400,353.414579
-7.452268,400,357.310097
-13.765685,400,361.231074
