#{"t_start": 1788625365.588805, "env_id": "None"}
r,l,t
-237.148878,400,3.041522
-211.24386,400,4.716521
-159.132754,400,6.381709
-151.608828,400,8.023429
-140.199716,400,9.061667
-138.453007,400,10.641361
-90.32582,400,12.274987
-127.621288,400,13.881311
-66.756171,400,15.450151
-94.573747,400,16.502463
-77.349027,400,18.148056
-61.784922,400,19.739129
-66.794368,400,21.392698
-53.977702,400,22.426093
-41.346089,400,24.025267
-41.046147,400,25.608885
-32.50809,400,27.295749
-34.989002,400,28.878124
-29.034287,400,29.932188
-27.50396,400,31.505764
-27.526103,400,33.143958
-23.139539,400,34.924911
-21.628757,400,36.059952
-19.449875,400,37.657097
-19.692743,400,39.282379
-19.464819,400,40.923936
-18.454171,400,42.581603
-16.886629,400,43.635393
-16.91826,400,45.238228
-16.257493,400,46.855145
-15.685771,400,48.51992
-14.425189,400,49.609386
-14.789433,400,51.216773
-13.533732,400,52.851773
-13.833937,400,54.429583
-13.908388,400,56.05993
-12.973423,400,57.16124
-13.01037,400,58.761401
-11.942837,400,60.343093
-12.116787,400,61.924206
-11.519507,400,63.522549
-11.038116,400,64.710875
-12.19064,400,66.347781
-11.296361,400,68.028495
-12.096344,400,69.580695
-10.923416,400,70.684124
-10.732459,400,72.354383
-10.635854,400,73.939044
-10.201355,400,75.534798
-10.372659,400,77.112387
-11.203169,400,78.160481
-10.461201,400,79.815637
-10.329035,400,81.537757
-9.722894,400,83.237962
-9.100015,400,84.357271
-9.060388,400,86.068777
-10.628535,400,87.787459
-9.424796,400,89.419353
-9.145538,400,91.098372
-8.982185,400,92.191938
-9.157519,400,93.815006
-8.838203,400,95.530761
-9.448122,400,97.230747
-8.726833,400,98.331877
-8.861997,400,100.11099
-8.922104,400,101.766741
-10.544049,400,103.507329
-8.660144,400,105.236155
-8.622546,400,106.367005
-10.594977,400,108.092467
-8.406201,400,109.869721
-10.999167,400,111.618601
-8.354219,400,113.374382
-8.094934,400,114.475673
-9.631571,400,116.198544
-7.891296,400,117.887646
-8.488787,400,119.626672
-9.264318,400,120.808028
-8.588608,400,122.578624
-7.406977,400,124.305692
-8.188483,400,126.021622
-7.489434,400,127.753525
-7.321299,400,128.941366
-7.382589,400,130.601909
-7.356674,400,132.316683
-7.840186,400,133.948179
-6.817919,400,135.064971
-6.622404,400,136.816428
-7.720205,400,138.509861
-6.591028,400,140.2227
-7.917782,400,141.907297
-9.441692,400,143.032717
-6.56055,400,144.794085
-5.997572,400,146.57503
-5.940451,400,148.2839
-6.033245,400,149.430904
-5.99998,400,151.236699
-5.851589,400,152.957471
-5.752145,400,154.853562
-5.554841,400,156.795727
-7.102398,400,157.953174
-5.415665,400,159.561569
-5.566028,400,161.194048
-4.84748,400,162.847116
-4.786417,400,164.440228
-5.424483,400,165.493556
-4.86073,400,167.142788
-5.04774,400,168.902802
-4.463114,400,170.556834
-4.581646,400,171.617567
-4.928535,400,173.171165
-4.859596,400,174.783057
-4.810521,400,176.424891
-4.146803,400,178.090744
-4.464827,400,179.204199
-4.167342,400,180.784615
-3.77615,400,182.444542
-4.072099,400,184.081871
-4.23067,400,185.204113
-3.690357,400,186.830461
-3.993563,400,188.475085
-4.019379,400,190.140369
-3.815254,400,191.844598
-4.431472,400,192.93853
-3.691857,400,194.561735
-3.556235,400,196.2076
-4.225566,400,197.790465
-5.088194,400,198.862033
-3.321783,400,200.494437
-3.262368,400,202.142774
-3.130688,400,203.74487
-3.231818,400,205.356323
-3.558921,400,206.422725
-2.941105,400,208.106823
-3.161174,400,209.745153
-4.789593,400,211.575726
-3.444175,400,213.349329
-2.790931,400,214.574796
-3.262516,400,216.551136
-3.053297,400,218.410306
-2.740164,400,220.182956
-2.708071,400,221.345453
-3.003875,400,223.184454
-2.685894,400,224.951495
-2.625032,400,226.756731
-3.408201,400,228.563401
-2.427855,400,229.708246
-2.724098,400,231.525848
-2.802985,400,233.335777
-2.464811,400,235.251558
-2.272958,400,236.50706
-2.432791,400,238.355749
-2.329497,400,240.196865
-2.173778,400,242.068519
-2.342278,400,243.965087
-2.033014,400,245.209823
-2.331509,400,247.083597
-2.334518,400,248.945041
-1.981909,400,250.845544
-2.441832,400,252.139405
-3.93513,400,254.020089
-2.222034,400,255.980186
-2.507955,400,257.91538
-2.040212,400,259.877138
-2.107546,400,261.142059
-1.857452,400,262.961745
-2.164093,400,264.850046
-2.206785,400,266.790104
-2.227575,400,268.810226
-2.072837,400,270.165907
-3.80237,400,272.091298
-2.006997,400,273.959936
-1.703447,400,275.843975
-1.983259,400,277.132486
-2.674727,400,279.024146
-1.749882,400,280.854641
-1.977235,400,282.717214
-2.115099,400,284.588946
-1.687653,400,285.875164
-1.565512,400,287.737355
-1.852052,400,289.643635
-1.708983,400,291.566093
-2.817034,400,292.757956
-2.679614,400,294.675244
-1.883,400,296.562501
-2.017553,400,298.485907
-1.364843,400,300.365337
-2.416548,400,301.620203
-2.378351,400,303.573794
-2.616926,400,305.419585
-1.634227,400,307.328436
-1.257558,400,308.567619
-1.561425,400,310.427152
-2.000422,400,312.422338
-1.2014,400,314.414331
-2.813752,400,316.470528
-2.731299,400,317.742014
-1.649192,400,319.717626
-1.491749,400,321.753334
-1.067751,400,323.639875
-2.733153,400,325.627375
-1.245304,400,326.857524
-1.374866,400,328.754767
-1.445349,400,330.808818
-1.348184,400,332.861867
-1.678096,400,334.374479
-1.030986,400,336.664389
-1.470981,400,338.748398
-1.201698,400,340.842581
-1.331072,400,343.098831
-1.096055,400,344.541924
-1.165712,400,346.679909
-1.333865,400,348.801136
-1.311644,400,351.044357
-1.264479,400,352.444235
-1.234636,400,354.621547
-2.116094,400,356.834164
-1.573695,400,358.994656
-1.369545,400,361.16802
-0.917082,400,362.762788
-1.946051,400,365.116708
-0.953333,400,367.236725
-1.947069,400,369.357724
-2.284116,400,370.863072
-1.030963,400,373.119178
-1.13585,400,375.300261
-1.229691,400,377.58035
-1.218839,400,379.76086
-1.496303,400,381.152913
-1.271489,400,383.610659
-1.194355,400,385.96589
-1.778077,400,388.19716
-2.461206,400,390.550935
-1.068214,400,392.057614
-1.840459,400,394.428469
-1.028383,400,396.605096
-1.124041,400,398.584876
-1.041026,400,399.885044
-2.420012,400,401.876278
-0.930184,400,403.920721
-1.269224,400,405.925369
-0.999078,400,407.867782
-1.139133,400,409.12644
-0.781598,400,411.044994
-1.424487,400,412.974969
-1.001266,400,414.88288
-0.900533,400,416.188385
-0.978095,400,418.026338
-1.460368,400,419.883884
-1.061006,400,421.778614
