scenario,node,method,model_name,train_seed,test_seed,mismatch,pulse_step,mae,steady_l1,final_l1,energy_u,saturation_fraction,mean_post_pulse_error
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,107,0.0,-1,0.017952594401722068,0.011385414185991257,0.025236397981643677,7.795892218272565,0.0225,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,108,0.0,-1,0.04713630219124078,0.0082331416024654,0.011321894824504852,2.8423559537622696,0.0075,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,109,0.0,-1,0.031206668093289595,0.013347549231745947,0.007092877756804228,7.77926642979345,0.0225,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,110,0.0,-1,0.04141081612830454,0.024901534074250564,0.005035758018493652,4.016427141262453,0.01,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,111,0.0,-1,0.07852009517091914,0.005478970145944644,0.002408131491392851,10.15438621854663,0.03,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,112,0.0,-1,0.06044365608629616,0.017392443705718092,0.03380507230758667,5.385746936937913,0.0075,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,113,0.0,-1,0.053250078239624486,0.026158517996930045,0.01590275764465332,11.352376744718796,0.03,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,114,0.0,-1,0.03383302600943605,0.0039045773389070858,0.006036654114723206,3.506093569782507,0.005,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,115,0.0,-1,0.04697488975232732,0.02517920071374119,0.016971677541732788,8.01611668764553,0.0225,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,116,0.0,-1,0.023534708325607907,0.026445700062645808,0.017527788877487183,5.514350647470763,0.0125,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,117,0.0,-1,0.024682461286617052,0.0032491830097120485,0.005397364497184753,7.65834711558472,0.0225,
nominal,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,118,0.0,-1,0.06128206764481782,0.008071661441023519,0.00623689591884613,3.5688204177486265,0.0075,
