scenario,node,method,model_name,train_seed,test_seed,mismatch,pulse_step,mae,steady_l1,final_l1,energy_u,saturation_fraction,mean_post_pulse_error
nominal,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,117,0.0,-1,0.03733716040063132,0.11149842826143642,0.11502446234226227,4.977962806965235,0.0,
nominal,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,118,0.0,-1,0.07227499469269318,0.07611170450202477,0.1304403468966484,0.7141751552619837,0.0,
nominal,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,119,0.0,-1,0.06342254270174706,0.038684499656988516,0.029281049966812134,10.710963396071012,0.0,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,100,2.0,-1,0.0912359211476193,0.07801068038392214,0.03258253075182438,13.91836690771286,0.035,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,101,2.0,-1,0.48025440728850816,0.19432899309897128,0.19366338849067688,37.40585021633169,0.0925,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,102,2.0,-1,0.17809088721620547,0.2169918265009736,0.08901526778936386,7.3052672283962945,0.0125,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,103,2.0,-1,0.25880643424321764,0.20392826167337688,0.14292219281196594,25.416913103030716,0.0675,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,104,2.0,-1,0.27014260866244943,0.13968425434094245,0.02692492608912289,27.051793075106474,0.0775,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,105,2.0,-1,0.09506259119898354,0.11635925114890676,0.18877583742141724,6.094631418315047,0.0125,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,106,2.0,-1,0.08879385832333295,0.11586576237998626,0.048694055527448654,8.126581316624579,0.02,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,107,2.0,-1,0.16294241851158534,0.24269758151085288,0.6183663010597229,15.236354229974957,0.0325,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,108,2.0,-1,0.17217362289690874,0.19818124871838977,0.3081507086753845,14.346514794465685,0.0375,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,109,2.0,-1,0.2317858212077812,0.04875004128840418,0.007347557693719864,30.21546739704515,0.0925,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,110,2.0,-1,0.08751786144408502,0.21218680716867064,0.11238710582256317,4.720297458104357,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,111,2.0,-1,0.15384794087578865,0.16039783264981744,0.028198499232530594,10.152237128234562,0.02,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,112,2.0,-1,0.08764327469367784,0.20588105611135193,0.030613530427217484,6.802284598209752,0.02,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,113,2.0,-1,0.09994084757411309,0.1401200744518895,0.07839462161064148,2.141228082360695,0.0,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,114,2.0,-1,0.1232362505399211,0.10929592323409003,0.137978196144104,4.403949281275846,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,115,2.0,-1,0.08354565291491307,0.10188806634741249,0.15585651993751526,4.805087945385177,0.0125,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,116,2.0,-1,0.11236910076141482,0.17923245596825893,0.05470943497493863,10.481843951067233,0.03,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,117,2.0,-1,0.20346320844011526,0.2059816055195291,0.04962419345974922,19.230612544053365,0.0575,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,118,2.0,-1,0.11827081408686874,0.16546939025966473,0.08351732790470123,10.730860712186557,0.0275,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_1024,1024,119,2.0,-1,0.11131113467498815,0.13043403960936875,0.013916883617639542,12.272724746872061,0.0275,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,100,2.0,-1,0.10738323772549072,0.12280203537141651,0.03046824410557747,11.252089687696746,0.025,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,101,2.0,-1,0.4457983377204584,0.24661574475927117,0.31910040974617004,22.087261211649988,0.045,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,102,2.0,-1,0.23511535792626248,0.38415445978350843,0.16032114624977112,6.201620013284952,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,103,2.0,-1,0.25438116537523164,0.2812069715173156,0.15639489889144897,17.865269736963675,0.0425,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,104,2.0,-1,0.2563752441987138,0.14080867830686916,0.043240171391516924,20.96177798695019,0.05,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,105,2.0,-1,0.10050533091647865,0.1290423756028399,0.20518094301223755,4.2357326038689544,0.0075,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,106,2.0,-1,0.09093959305895274,0.13901537079594017,0.08285731263458729,7.877287953992358,0.02,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,107,2.0,-1,0.1875618605735903,0.3122566652794679,0.7711600065231323,10.868747151988956,0.0275,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,108,2.0,-1,0.17896359804351927,0.23763650264820935,0.4604594111442566,11.159107017667306,0.03,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,109,2.0,-1,0.23947216533217347,0.13677806770543993,0.032224174588918686,23.998854365670304,0.0575,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,110,2.0,-1,0.1149862970206933,0.31104613154160754,0.12775228917598724,2.9927178169589834,0.0075,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,111,2.0,-1,0.18833599015505223,0.2207255200482905,0.06332435691729188,7.75280955771937,0.0175,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,112,2.0,-1,0.09981984225762133,0.26571282942169977,0.044340791180729866,6.204898865908249,0.0175,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,113,2.0,-1,0.12598989960828105,0.20459184112648168,0.08430595695972443,1.7830200849242293,0.0025,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,114,2.0,-1,0.15456003033968674,0.18816790032993863,0.1381860375404358,4.21774612612691,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,115,2.0,-1,0.10064828307743331,0.11116770533039982,0.17039799690246582,4.034897760630998,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,116,2.0,-1,0.11815210742545365,0.1855345220638462,0.07152489386498928,8.377415078086907,0.025,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,117,2.0,-1,0.22772458047297933,0.28514997685546584,0.05367300100624561,15.09835591526521,0.0325,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,118,2.0,-1,0.15232708542325155,0.25843485516070586,0.133333258330822,9.405298054023351,0.0225,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_123,123,119,2.0,-1,0.14454011659502536,0.24997524930923073,0.039799150079488754,10.735733212269414,0.0225,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,100,2.0,-1,0.10460700982785222,0.11892387532502596,0.04379919357597828,12.334270409683759,0.03,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,101,2.0,-1,0.45931972874094695,0.29351776792311374,0.3358220160007477,23.635535345476427,0.0475,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,102,2.0,-1,0.22904316081060833,0.3539483684264583,0.20637976378202438,6.392536547313926,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,103,2.0,-1,0.2488677775311568,0.21804665525754294,0.1771349012851715,19.99838433024536,0.0425,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,104,2.0,-1,0.258941646808362,0.1372966548991332,0.029170614201575518,22.616734385492112,0.055,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,105,2.0,-1,0.09755157767419556,0.11531092686417663,0.19095712900161743,5.472651395472191,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,106,2.0,-1,0.08585178473436351,0.11527307529899257,0.040725015103816986,7.827306933544856,0.02,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,107,2.0,-1,0.17620537757714058,0.2652509644121667,0.7411473989486694,11.669450692138678,0.0275,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,108,2.0,-1,0.17940477262919186,0.23373811282677415,0.4940003752708435,11.821267835454677,0.0325,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,109,2.0,-1,0.23130262983848318,0.08007717174535364,0.018727410584688187,24.93122893616437,0.0675,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,110,2.0,-1,0.10783113524083943,0.26893145872716917,0.15477242320775986,3.536692387820384,0.0075,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,111,2.0,-1,0.18626681668180678,0.22939281961248245,0.046587543562054634,8.956105526732092,0.0175,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,112,2.0,-1,0.1047730501787621,0.28699997076649725,0.03721368685364723,6.806962440997327,0.02,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,113,2.0,-1,0.11985736634003204,0.2125758153075973,0.08906655013561249,1.8505743450916166,0.0025,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,114,2.0,-1,0.15213612000886056,0.19427301885882092,0.19386091828346252,4.558115359235839,0.01,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,115,2.0,-1,0.1044462974952009,0.13113582286017914,0.21002846956253052,7.672860975460644,0.015,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,116,2.0,-1,0.12212097379189303,0.20833441902549915,0.16142462007701397,15.694058584226816,0.03,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,117,2.0,-1,0.23011587007092785,0.29802483482067876,0.07854106463491917,15.879712293468256,0.04,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,118,2.0,-1,0.144572580682233,0.24519088563083866,0.10428576543927193,9.253710886380313,0.0225,
mismatch,2,PPO,ppo_continuous_hopfield_node2_final_seed_42,42,119,2.0,-1,0.13833636748708988,0.2134248811268696,0.05761188641190529,11.856390610255662,0.0275,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,100,2.0,-1,0.15832926815411297,0.35970611902482713,0.08559482917189598,14.177425383880873,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,101,2.0,-1,0.36366954900119963,0.19430701940515896,0.37086355686187744,15.579974727668935,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,102,2.0,-1,0.20420428699289672,0.40032105097248233,0.44688157737255096,10.84298230226552,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,103,2.0,-1,0.25555032579242215,0.24967257804984663,0.3725353479385376,16.587741337315464,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,104,2.0,-1,0.2751238511740567,0.3137995905392332,0.10378737933933735,17.837049120324743,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,105,2.0,-1,0.12050180916898169,0.15756293266643712,0.2164744734764099,3.586967106872643,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,106,2.0,-1,0.12464295210841662,0.2730161571921206,0.18777944147586823,11.750195075653805,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,107,2.0,-1,0.16750234983712806,0.3018552947927404,0.5629505515098572,9.077312837754457,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,108,2.0,-1,0.24099198868149832,0.256773562297041,0.35570746660232544,11.453331655372875,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,109,2.0,-1,0.2800027403642957,0.38561035890454126,0.10781839862465858,20.659655574915394,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,110,2.0,-1,0.09438640496508525,0.248508071227942,0.2151353359222412,3.125645661063982,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,111,2.0,-1,0.18472624877475494,0.31254035887526876,0.15161560103297234,7.800928366475569,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,112,2.0,-1,0.10574675608346594,0.3229327316361445,0.22213393449783325,7.425028477018435,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,113,2.0,-1,0.1602291660631077,0.3759810849564311,0.12885664403438568,3.432256675180417,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,114,2.0,-1,0.12660028222957603,0.21138396877565502,0.20845091342926025,5.618613564475373,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,115,2.0,-1,0.14433722693398782,0.38583120694498957,0.4240396022796631,6.078444268777554,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,116,2.0,-1,0.14595592028135473,0.2340823608784028,0.24863819032907486,9.34171022597221,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,117,2.0,-1,0.23109304263463193,0.36724839950509275,0.06918882951140404,12.005410305647715,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,118,2.0,-1,0.180951622471907,0.38003156775677643,0.13530438393354416,7.4766592931612035,0.0,
mismatch,2,SAC,sac_continuous_hopfield_node2_screen_100000steps_seed_42,42,119,2.0,-1,0.12661473905932427,0.3629987177979431,0.09811752289533615,8.148387199991587,0.0,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,100,2.0,-1,0.086131341791776,0.1411513631766731,0.07543060928583145,6.470022830791953,0.0175,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,101,2.0,-1,0.07541568924387235,0.05612785773880688,0.07162225246429443,11.167174206752108,0.0325,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,102,2.0,-1,0.0766499288128929,0.08120788687288209,0.02980349212884903,11.414562536943453,0.03,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,103,2.0,-1,0.07083035233730167,0.15051941109108335,0.08229190111160278,7.764538987484312,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,104,2.0,-1,0.13973833390736856,0.15085813884887797,0.0844164565205574,9.241752531129277,0.0275,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,105,2.0,-1,0.04198219902125975,0.09389062575352045,0.15042990446090698,5.7159823158162615,0.0125,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,106,2.0,-1,0.050129743669850166,0.03951702723107128,0.0361578855663538,8.042823612273363,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,107,2.0,-1,0.10261764525763338,0.1996371046996411,0.22661221027374268,8.053898711558682,0.02,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,108,2.0,-1,0.0939231376649064,0.1657619461371207,0.1369648575782776,8.492201003609775,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,109,2.0,-1,0.08461984186351969,0.08045212198968654,0.03307243436574936,6.690597278573564,0.0125,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,110,2.0,-1,0.035422398957848884,0.10200961707677278,0.093282051384449,3.8382766066206035,0.0075,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,111,2.0,-1,0.049156189653852135,0.062122875893557514,0.011175607331097126,3.9510692991254617,0.01,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,112,2.0,-1,0.06828974920877737,0.04493676494508062,0.005901914089918137,4.729912498636476,0.0075,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,113,2.0,-1,0.06783840593131737,0.10055362532651167,0.056846410036087036,4.713992883406813,0.01,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,114,2.0,-1,0.023189870217359833,0.011378264623797603,0.028960883617401123,2.3407054238250566,0.005,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,115,2.0,-1,0.04198284408175142,0.11678904927347178,0.19803711771965027,2.6872199101280114,0.0075,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,116,2.0,-1,0.11914104172388588,0.28251600248831105,0.24321360932663083,4.622357105715644,0.005,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,117,2.0,-1,0.04292180290111245,0.023675701687296415,0.009982582181692123,7.62563416176506,0.02,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,118,2.0,-1,0.051962545942646744,0.055362288003649424,0.03286569193005562,4.05406105294809,0.01,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_1024,1024,119,2.0,-1,0.04633970470117375,0.05587820644363945,0.007619064301252365,7.009572041227395,0.02,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,100,2.0,-1,0.08219852548050799,0.12897228797391794,0.05615520477294922,5.7104077098923876,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,101,2.0,-1,0.06420696244001425,0.07020817117558585,0.07542240619659424,8.641031436137771,0.02,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,102,2.0,-1,0.07081704844986975,0.0770468535821563,0.024202965199947357,8.768350636762698,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,103,2.0,-1,0.06558226748986645,0.12342899921637626,0.06337818503379822,9.778880825436998,0.0275,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,104,2.0,-1,0.1351306307511226,0.1376853846128524,0.06209380645304918,10.373898211879656,0.03,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,105,2.0,-1,0.03966113978165418,0.08856027600941835,0.1469150185585022,6.03909999452572,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,106,2.0,-1,0.04915595095947614,0.03738625718131201,0.02843202743679285,9.077146572601496,0.025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,107,2.0,-1,0.09125000408115926,0.18651551560119348,0.19752556085586548,9.239012729541095,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,108,2.0,-1,0.081427828925534,0.14829319365966467,0.13184481859207153,9.782521457865332,0.025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,109,2.0,-1,0.0859307924990797,0.07547119349517205,0.028096865862607956,9.528280952024401,0.025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,110,2.0,-1,0.031670795727663625,0.08804081727601128,0.07230110466480255,4.645382959440067,0.0125,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,111,2.0,-1,0.04749795640350404,0.054712323310934466,0.009460645727813244,4.276596556858846,0.0125,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,112,2.0,-1,0.06802794701131007,0.03981460488320869,0.005191005766391754,2.457686470743356,0.0,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,113,2.0,-1,0.06396103623429203,0.09187352051383552,0.05252395570278168,2.7914840597381083,0.0025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,114,2.0,-1,0.021946055552568396,0.01388958562452944,0.03363731503486633,2.104779917558452,0.005,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,115,2.0,-1,0.0361570846993888,0.10005619140042935,0.18152767419815063,2.8626636013616698,0.0075,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,116,2.0,-1,0.11278158995394107,0.26888802114092275,0.2266551349312067,7.585067445736291,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,117,2.0,-1,0.04531415114477308,0.022081528468356457,0.011444231495261192,8.33811999090909,0.025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,118,2.0,-1,0.05209988659767996,0.05561247037401722,0.01995616778731346,5.373397250058945,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_123,123,119,2.0,-1,0.04593403183863632,0.04878377102683356,0.0036292262375354767,7.618248412317801,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,100,2.0,-1,0.08049552138981503,0.12915153080528533,0.05617023445665836,5.450741620108416,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,101,2.0,-1,0.06327946115585535,0.06722634690411297,0.07487466931343079,7.695162766950389,0.02,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,102,2.0,-1,0.07018326660881402,0.07893195665544933,0.023953676223754883,7.302016402834393,0.0175,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,103,2.0,-1,0.06460626603817182,0.12275615464436052,0.06205049157142639,8.880481246697997,0.025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,104,2.0,-1,0.13464213820779736,0.13825896443270239,0.06221544183790684,10.225910243412246,0.03,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,105,2.0,-1,0.04032948924033459,0.09016495004848198,0.14841210842132568,4.873112920945192,0.01,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,106,2.0,-1,0.045020718481283285,0.03858219311906048,0.029992636293172836,5.959863549571953,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,107,2.0,-1,0.08990976513933982,0.18389881245883893,0.19550836086273193,9.360993693156562,0.025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,108,2.0,-1,0.08169858827946998,0.15489906863665875,0.13574755191802979,9.441665801675812,0.025,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,109,2.0,-1,0.08514730754391238,0.0762885764218223,0.027805395424365997,8.762832074388992,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,110,2.0,-1,0.03079416681544008,0.08489466437862979,0.07320604100823402,4.0360554862386,0.0075,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,111,2.0,-1,0.04685126177282231,0.05471803676222026,0.009192449040710926,4.432898893179767,0.01,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,112,2.0,-1,0.06842956730824178,0.04250083584913317,0.005990277975797653,2.3588423043370073,0.0,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,113,2.0,-1,0.06412505372276442,0.09257285851686273,0.053992509841918945,2.685595423797153,0.005,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,114,2.0,-1,0.022160818150417195,0.01010343370338281,0.02388577163219452,1.6559568434666967,0.0,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,115,2.0,-1,0.03480082019158667,0.09587519272104089,0.1779378354549408,2.684136370155638,0.0075,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,116,2.0,-1,0.11229277826831711,0.2666097357639192,0.2248239517211914,6.927627837058706,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,117,2.0,-1,0.04359826088824146,0.021136857356508203,0.0067132990807294846,7.421221571027262,0.0225,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,118,2.0,-1,0.05281054543049469,0.05841393777410741,0.022584494203329086,5.193018157527195,0.015,
mismatch,3,PPO,ppo_continuous_hopfield_node3_final_seed_42,42,119,2.0,-1,0.045142884325376983,0.049760295963489715,0.006632789969444275,7.469086224176822,0.0225,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,100,2.0,-1,0.08774298413618718,0.16507781293519116,0.09226389974355698,5.46277800095964,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,101,2.0,-1,0.08206509030443412,0.13206295678277075,0.14906251430511475,6.612052553053082,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,102,2.0,-1,0.0931711629550232,0.15546640806635956,0.0689781904220581,4.502094791345226,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,103,2.0,-1,0.0723061307324894,0.14150799813185944,0.05213254690170288,8.184542128175824,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,104,2.0,-1,0.13630467072881738,0.19770643850903452,0.24183108285069466,9.048375544551089,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,105,2.0,-1,0.056786929640039514,0.10921200815542245,0.1461237072944641,4.248127122863406,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,106,2.0,-1,0.053238951154393845,0.09370366798966755,0.08027910627424717,2.777438345746839,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,107,2.0,-1,0.12462317545031966,0.2629406809070964,0.254871129989624,6.3309962382308695,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,108,2.0,-1,0.09079773796850804,0.15973877253723734,0.12378567457199097,7.327103286819216,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,109,2.0,-1,0.09511224447005581,0.13013805637573017,0.18615489080548286,7.743024534665684,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,110,2.0,-1,0.05020188348710766,0.18199475737070137,0.09246522933244705,2.872622173240205,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,111,2.0,-1,0.06509987391912357,0.16006123489573781,0.10891859699040651,4.084878908340755,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,112,2.0,-1,0.0798323560546362,0.10633105799601769,0.08849477022886276,4.682817333764888,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,113,2.0,-1,0.08549385776252472,0.16062608908539938,0.20698395371437073,3.42785634998927,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,114,2.0,-1,0.04170661270215872,0.08504213393884308,0.06434489786624908,2.753847086645735,0.0,
mismatch,3,SAC,sac_continuous_hopfield_node3_screen_100000steps_seed_42,42,115,2.0,-1,0.04989078285943652,0.1551727316296303,0.18748855590820312,2.9410742895678994,0.0,
